,SM1_Dz(i),TPSA(NO),piPC10,ESOL,SIC5,nC,SpMax4_Bh(m),SM15_AEA(bo),nRCOOR,GATS3e,SpMAD_B(s),P_VSA_v_2,MATS1p,SM10_AEA(ri),PDI,SpPosA_H2,SpMax3_Bh(s),F04{C-N},J_D,CATS2D_02_DA,X0Av,MATS1e,Eig04_AEA(bo),MDEO-12,ATSC2s,SpDiam_B(m),MATS4v,Eta_psi1,SHED_DA,IC5,MPC06,GATS1v,Eig13_AEA(bo),Eta_betaP_A,VE3sign_B(v),LOGP99,GATS2s,MATS6v,MATS1s,GMTIV,ATSC6e,SIC4,minsNH2,ALOGP,SM4_B(m),MATS2m,P_VSA_charge_9,ATSC1e,X3A,SpMax2_Bh(m),CATS2D_04_AP,RBF,PW5,Psi_e_0d,P_VSA_s_5,RNCG,piPC06,P_VSA_charge_2,SpAD_B(s),D/Dtr10,SM05_EA,nArCOOR,Eta_beta_A,P_VSA_ppp_N,P_VSA_m_3,SpPosA_B(p),BIC2,Vindex,P_VSA_charge_3,VE1sign_B(p),Eta_sh_p,GATS2v,Me,P_VSA_LogP_2,MATS3s,SpMaxA_AEA(ri),IC1,ATSC3m,P_VSA_s_6,ATSC7e,SpMAD_B(m),MATS3e,VE2sign_B(m),Hy,GATS5s,MDEC-34,SpMax_B(s),P_VSA_e_2,SpMin2_Bh(m),GATS5v,SpMaxA_AEA(dm),O-060,P_VSA_MR_2,SM3_B(s),SpMin1_Bh(p),ATS3m,SpMin1_Bh(m),Q2,P_VSA_LogP_5,Eta_epsi_5
C1CCCCCC(=O)OCCOC(=O)CCCCC1,0.526147639863743,52.6,3.25809653802148,-4.01466648744678,0.702550209009879,15,3.27086847654193,0.927617349849024,2,0.907994417437549,1.81659775753814,72.2896298400484,-0.118737058153747,-3.17178264228649,0.874383357116178,0.618565851645581,4.54985452348494,0,2.17897664770371,0,0.622388490383188,0.0057549715443539,2.68892073107304,1.26491106406735,32.0166833475555,4.5773546715538,-0.0416679127814519,0.539714867617108,0.0,3.85830254067797,3.09104245335832,1.35095710248668,0.18999572765818,0.157894736842105,,3.3775000423193,0.474143861073791,0.0419561183553284,0.0301397668098102,7216.0,0.363431920000001,0.652114314935597,0.0,4.0164,6.18652268360211,-0.0946181958666703,47.0844079863613,0.0156185422222213,0.239890176201653,3.58787046652415,0,0.0,0.0622907553201996,-7.20378776688e-05,0.0,0.245262104130894,3.25809653802148,50.2898540648355,34.5153573932248,0.0,4.61512051684126,0,0.736842105263158,0.0,72.2896298400484,1.17248645430282,0.497779636408758,0.344636703606057,0.0,0.0,0.0754716981132076,1.32451408491831,0.995466666666667,37.0646188972885,-0.0210320957291295,0.177913126326252,1.91983625889303,27.6105101615999,72.2896298400484,0.462024836666667,1.3395510929974,0.0156842995740969,0.0,-0.775956219231123,1.03565127934789,0.0,7.43301825868536,51.4472798495415,1.97500744363814,0.997504617011316,0.19428826830557,2,72.2896298400484,7.02487654044317,1.98036824748988,3.40532275127812,2.06949653659246,0.839197230176069,21.9997757752129,0.86140350877193
NCl,0.30520268616977,26.02,0.0,-0.1720299839722,0.0,0,0.0,0.0,0,0.0,1.10140174436942,33.2294195616451,-0.0026467061691754,0.0,0.762783966863294,0.5,0.999,0,1.0,0,0.855621844108654,-0.115531525125452,0.0,0.0,7.172025154375,2.83318531691804,0.0,0.448275862068966,0.0,0.0,0.0,0.609344834110747,0.0,0.0,-0.194862871263102,0.0988999307155609,1.03600575172596,0.0,-0.309329498849358,21.0,0.0,0.0,3.97222222222222,-0.1099,4.99116316501545,-0.664481044761251,0.0,0.037985251875,0.0,1.69850572934368,0,0.0,0.0,1.1312656331975,0.0,0.900402293758132,0.0,0.0,2.20280348873884,0.0,0.0,0,0.25,0.0,0.0,1.03689173374052,0.630929753571458,0.0,33.2294195616451,0.19173846404923,1.0,1.39065516588925,1.077275,0.0,0.0,1.0,1.5,0.0,72.0389631928446,0.0,1.41659265845902,0.0,0.23637303461762,3.44613470720274,0.0,0.0,5.15695174436942,0.0,0.0,0.0,0.0,0,0.0,5.09941256173666,1.29487996605437,0.0,1.12652933140324,0.0992164651979692,0.0,0.771428571428571
CC(CCC=C(C)C)CCO,0.159649817529524,20.23,0.0,-2.46966605436515,0.802938887656432,10,2.80410143776173,-1.0,0,0.759610433334115,1.512254723159,42.6833431609212,-0.0255872097509793,0.0,0.813545454728579,0.58393479428812,4.13993282648425,0,3.0996208304877,0,0.720940114420491,-0.074255608017947,1.84459024265707,0.0,9.5706914151925,4.56148697606896,-4.16101914856e-05,0.629921259842519,0.0,3.97791687469364,1.94591014905531,1.44799091467779,0.0,0.0909090909090909,-0.466291140093999,2.75130005925894,0.852297563894206,0.123961851740769,-0.135694539854713,1073.0,0.0749646215400631,0.802938887656432,0.0,3.0491,5.54300074759074,-0.0786531707411651,35.313305989771,0.0431808203537979,0.251096917100199,3.48961803953739,0,0.166666666666667,0.0421781745777517,-0.0107278845200959,0.0,0.459191910806073,2.484906649788,0.0,16.634801954749,0.0,4.51085950651685,0,0.568181818181818,0.0,42.6833431609212,1.20580828367677,0.776893844226484,0.635241216443604,0.0,0.382725875060695,0.34375,1.20950850124908,0.973009677419355,7.60359521760002,-0.105313331500985,0.339084792191428,2.40391727729134,13.7673037025078,42.6833431609212,0.0528760729760668,1.20522885324927,-0.0637205639161031,0.033561984652259,-0.294013882712496,1.35057604874296,0.0,6.26632263405667,46.7410304274405,1.90678291230025,0.839211476134758,0.267964670478433,0,23.5422039931806,5.99899723748699,1.9721846159322,2.64295397283048,2.05357364485552,0.250598481099587,3.18557495074005,0.730555555555556
CC(CCC=C(C)C)CC=O,0.159649817529545,17.07,0.0,-2.47351738280951,0.799372715602612,10,2.81063032095074,-1.0,0,0.776320307906058,1.62490093393728,25.1449270324178,-0.0677163332815821,0.0,0.838640154222073,0.58393479428812,4.1354916778933,0,3.0996208304877,0,0.705601767417489,-0.0042538958175893,2.0,0.0,8.82227461355529,4.57118567379246,0.0294892126601786,0.629921259842519,0.0,3.88333746042101,1.94591014905531,1.39793514169681,0.0,0.227272727272727,-0.438072523350126,2.95790004730225,0.597388266878357,0.111678916169448,0.0134348529792423,1256.0,0.0689042884066592,0.799372715602612,0.0,3.019,5.65306495925629,-0.052435191958116,11.7711019965903,0.0292142888347202,0.251096917100199,3.50365832391859,0,0.178571428571429,0.0421781745777517,-0.0107822807474552,0.0,0.410027303304375,2.56494935746154,0.0,17.87391027331,0.0,4.51085950651685,0,0.704545454545455,0.0,25.1449270324178,1.23808309485749,0.76329527894717,0.635241216443604,0.0,0.424018200911208,0.34375,1.16395144277165,0.975162068965518,7.60359521760002,-0.0975839440900682,0.33951685127621,2.4441878916793,13.1438494426992,25.1449270324178,0.0485782964090369,1.26402682428706,-0.07423355585789,0.034370175213621,-0.877258223619404,1.46215841042793,0.0,7.43585099762593,58.1651802824128,1.89798485514607,0.827691448099772,0.297279509954713,0,25.1449270324178,6.34709800860233,1.96866562059749,2.6288748198035,2.04753427432691,0.157785880837764,3.18557495074005,0.76969696969697
CC(=CCCC(=CC=O)C)C,0.159649817529551,17.07,0.0,-2.56018683571115,0.79541781428571,10,2.79426041015773,-1.0,0,0.639612178477364,1.66656931723174,25.1449270324178,-0.0652441568360522,0.0,0.853217130129464,0.58393479428812,4.29333083556383,0,3.0996208304877,0,0.686773878218712,-0.0035146142964497,2.08381614426289,0.0,11.5805838755556,4.74543866166186,0.0083756610441013,0.62992125984252,0.0,3.78212222414531,1.94591014905531,1.30157402396312,0.0,0.363636363636364,-0.452517390404408,2.87800005078316,0.588962904079216,0.197067793602897,0.0047516153189392,1399.0,0.0681118277777781,0.79541781428571,0.0,3.1904,5.75590192050816,0.0075815632324359,23.5422039931806,0.0251468433333331,0.251096917100199,3.51619311422413,0,0.153846153846154,0.0421781745777518,-0.0108502202227173,0.0,0.398181140984971,3.04452243772342,25.1449270324178,18.3322624895492,0.0,4.51085950651685,0,0.840909090909091,0.0,25.1449270324178,1.2590369167213,0.664029480031025,0.635241216443603,0.0,0.395495374909495,0.34375,1.04889767083182,0.977633333333334,5.06906347840001,-0.0922744239789777,0.33951685127621,2.47283226734269,11.0328253478052,25.1449270324178,0.0394660799999999,1.30731774857086,-0.0679379989854493,0.0341290804874635,-0.877258223619404,1.48269148283278,0.0,7.43771399705235,68.292470967383,1.86625649171008,0.801123807326065,0.293041506685106,0,25.1449270324178,6.38845542136418,1.94744897533173,2.59175213907652,2.02088350902658,0.164388900564518,6.3711499014801,0.76969696969697
CCCC(=O)OCCC(C)C,0.297285808594444,26.3,0.0,-2.13347949521356,0.785176382329478,9,2.82033228963659,-1.0,1,1.12921805801329,1.66292846280204,36.1448149200242,-0.181189034338535,0.0,0.820199738851729,0.58393479428812,4.15824237526534,0,3.0996208304877,0,0.702024906805777,0.0163162710539734,2.0,0.5,18.3335,4.5218956800883,0.0543633187446124,0.55956678700361,0.0,3.81437194317963,1.94591014905531,1.50108979534118,0.0,0.136363636363636,-0.444164910656958,2.37580003589392,0.49421930971398,-0.170550298754699,-0.0283596449809497,1137.0,0.0520301442092746,0.785176382329478,0.0,2.7247,5.59399603848501,0.0142111308159097,28.1345888762248,0.0260340303210458,0.251096917100199,3.48827469079273,0,0.214285714285714,0.0421781745777517,-0.0107618947656335,0.0,0.459543086167619,2.19722457733622,25.1449270324178,18.2922130908225,0.0,4.51085950651685,0,0.659090909090909,0.0,36.1448149200242,1.18170229558845,0.698119764117158,0.635241216443604,0.0,0.428649571444739,0.354838709677419,1.19166240694766,0.986448275862069,12.1959801006442,-0.0836547390829577,0.336550079698833,2.0368245286405,14.0283595511296,36.1448149200242,0.126674321093937,1.23077323405513,-0.0743900221453881,0.0309580646237106,-0.789532401257463,2.13386577989934,0.0,7.43096514116522,45.862923362441,1.92585791110334,0.729375378135728,0.368135911429448,1,59.6870189132048,6.38767094498191,1.93544020610578,2.67493661062768,2.00624047223263,0.421486222563544,10.9998878876064,0.839393939393939
CCCCCCC(=O)OCC,0.297285808594494,26.3,0.0,-2.09848416083782,0.84732003270423,9,2.91933584605673,-0.772951395685302,1,1.14340248319491,1.6935977450576,36.1448149200242,-0.181189034338535,0.0,0.830818325239306,0.589724383167703,4.18305853781269,0,2.97257765274397,0,0.687194297095183,0.0163162710539734,2.0,0.5,18.3380398203092,4.50843481761064,-0.0641108834126742,0.55956678700361,0.0,4.11626461566802,1.79175946922806,1.50108979534118,0.0,0.136363636363636,-0.506325991076026,2.51990003138781,0.493194190351232,0.0064487022024459,-0.0049732686171102,1237.0,0.120213320618312,0.84732003270423,0.0,2.8616,5.55540240976636,-0.0557360142636936,28.1345888762248,0.0260340303210458,0.25910569223039,3.43669022778733,0,0.25,0.0484566798581307,-0.0107500746821342,0.0,0.45741575511505,1.94591014905531,25.1449270324178,18.6295751956336,0.0,3.93182563272434,0,0.659090909090909,0.0,36.1448149200242,1.17128377594895,0.676964033426629,0.601828099194781,0.0,0.396648874122798,0.258064516129032,1.27928199740423,0.986448275862069,17.2650435790442,-0.0488359978083586,0.335056956850598,1.92492409768062,13.5807272776457,36.1448149200242,0.109635552770512,1.2921622422091,-0.0801057921298099,0.0207818131125705,-0.789532401257463,1.64721970513772,0.0,7.43096938061356,42.1067825789509,1.82976363311828,1.02419439078413,0.368077284614526,1,71.4581209097951,6.37816757565847,1.94322979190007,2.62067547229012,2.02627870314863,0.420985477918293,10.9998878876064,0.839393939393939
CCCC(=O)OC(=O)CCC,0.41824970246758,43.37,0.0,-1.70726057113841,0.64245425949471,8,2.88038238818903,-0.701450842663898,2,1.17936169104912,2.08342836776206,61.2897419524419,-0.204322249429225,0.0,0.821039859900594,0.587826988672895,4.27802126556872,0,3.31787405558937,0,0.641197454194344,-0.006324416585549,2.08464056193992,1.0,32.648974205008,4.75060728737958,0.0869233245953755,0.5,0.0,2.98346518960165,1.79175946922806,1.38916518949116,0.0,0.272727272727273,-0.343812255094448,1.65640003234148,0.432165915586364,-0.299134703415401,-0.0117308702333787,1568.0,0.110542735440001,0.64245425949471,0.0,2.0514,5.73457434252717,0.115878550059958,0.0,0.0149116296960008,0.236768668296748,3.44622260347345,0,0.25,0.0456546734156592,-0.010886449722527,0.0,0.352668494650095,2.07944154167984,50.2898540648355,22.9177120453827,0.0,4.61512051684127,0,0.818181818181818,0.0,61.2897419524419,1.16953765717085,0.634720445001587,0.695874837063853,0.0,0.53737491349214,0.333333333333333,1.20020651359724,1.006684,10.1381269568,-0.0981819281498517,0.351124557714848,2.11173743342247,12.8887669488,61.2897419524419,0.164657495808001,1.3035159174117,-0.116154167935037,0.0341958107419013,-0.701806578895523,2.77692407145667,0.0,7.45140006554258,42.1711964328332,1.91456879969281,1.08917079001474,0.38488112727066,1,61.2897419524419,6.88893353307375,1.90250281666428,2.72184530032886,1.94105200276721,0.50612636085134,10.9998878876064,0.909090909090909
CCCCCCCC(=O)OCC,0.297285808594467,26.3,0.693147180559945,-2.55960070220664,0.853063906222957,10,3.0178705030631,-0.596231776775146,1,1.1061054711433,1.67573791620083,36.1448149200242,-0.162265446409942,0.0,0.836321932911117,0.598838911896453,4.19911303682478,0,2.97413808766033,0,0.688853670769463,0.0186818244361835,2.09493190421766,0.5,19.0659897569336,4.50899070284382,-0.0541488338885646,0.570469798657718,0.0,4.26531953111478,1.94591014905531,1.50076062142123,0.0,0.125,-0.543207671299489,2.91000003367662,0.490752927050183,0.0049625877054605,-0.0007605478974022,1594.0,0.126353915859376,0.853063906222957,0.0,3.3178,5.6264120140309,-0.0740795221552899,28.1345888762248,0.0318793862109368,0.258195123007351,3.4767203578937,0,0.258064516129032,0.0487145606534047,0.0058484156003532,0.0,0.434722415242253,2.07944154167984,25.1449270324178,20.1088549944099,0.0,3.93182563272433,0,0.645833333333333,0.0,36.1448149200242,1.17485352801948,0.640725353403975,0.568874548127224,0.0,0.400415308535909,0.235294117647059,1.30228567478476,0.98408125,19.7995753182442,-0.0389722241359239,0.304618701271976,1.87349367586925,15.11521885625,36.1448149200242,0.116257434257813,1.27735587901084,-0.0679507252718966,0.0204827279862589,-0.807328041571695,1.5391609513223,0.0,7.43096986335478,44.6413143181509,1.86522365848927,1.02105315428385,0.334615735487472,1,71.4581209097951,6.39897577396562,1.95435675880999,2.71533666092681,2.04071450066255,0.42520804743981,10.9998878876064,0.827777777777778
CCCCCCCCCCCC(=O)OCC,0.297285808594462,26.3,2.07944154167984,-3.53572213444608,0.829238176184103,14,3.22333969840558,0.32732728396201,1,1.02016131508708,1.58610649590831,36.1448149200242,-0.114406461445674,-4.60016868598013,0.851510633977565,0.604795419851365,4.23477184014219,0,2.97917330937799,0,0.693416948373734,0.0240667026831466,2.34832860118793,0.5,21.5764677685847,4.50952441318733,-0.0331865023517818,0.602094240837696,0.0,4.52716911844062,2.39789527279837,1.50012527644394,-0.629616034254331,0.09375,-0.729029181912263,4.4704000428319,0.490489512215697,0.0022704144779924,0.0095039670995308,3702.0,0.15050358855372,0.752372059906637,0.0,5.1426,5.8687243690232,-0.121972322697631,28.1345888762248,0.0514851368801647,0.255853659290965,3.56665567970058,0,0.27906976744186,0.0519321967608258,0.0004840293688924,0.0,0.362737740278473,2.484906649788,25.1449270324178,25.377703934533,0.0,3.93182563272431,0,0.609375,0.0,36.1448149200242,1.18230874476421,0.524509653187863,0.48406375905263,0.0,0.39881756253417,0.173913043478261,1.36043017194411,0.977840909090909,29.9377022750443,-0.0182467424687445,0.223394063619112,1.70635746339653,21.1940902289257,36.1448149200242,0.141622239607439,1.27928074670646,-0.0416377741751002,0.0149414250441876,-0.856276897413791,1.31042018107126,0.0,7.43097179895924,54.7794412749509,1.97603490940716,1.01389620243016,0.24538487424711,1,71.4581209097951,6.47813177158153,1.97956454963176,3.02375888414257,2.07118660971624,0.442098258936312,10.9998878876064,0.795833333333333
CCCOC(=O)CC,0.297285808594471,26.3,0.0,-1.34197899441545,0.770568798649447,6,2.45664233061111,-1.81360650264833,1,1.32851931608042,1.86046095409524,36.1448149200242,-0.278345729320748,0.0,0.806180161459756,0.574107690822238,3.98914268465599,0,2.86206559830508,0,0.679727115560921,0.0029413641343995,1.27678701673737,0.5,19.0867596668,4.48754298238833,-0.0387266697785395,0.514018691588785,0.0,3.33034293992665,0.693147180559945,1.50337381726029,0.0,0.1875,-0.454206086775019,1.34960002452135,0.52846044876137,-0.174489845635731,-0.0275281706392715,518.0,0.0879668208000005,0.820568798649447,0.0,1.5605,5.30595538103923,0.0346575220389563,28.1345888762248,0.0036558764999994,0.291233373451771,3.30761314899712,0,0.210526315789474,0.0469088203463203,0.0633526798339168,0.0,0.543915279965687,0.693147180559945,25.1449270324178,14.8836876327619,0.0,3.93182563272434,0,0.71875,0.0,36.1448149200242,1.12885048045985,0.751155334701519,0.73363555356291,0.0,0.327118209783181,0.363636363636364,1.16072872947429,0.99781,9.66144836144421,-0.0392565305188044,0.473573167360384,2.07095059445467,8.9376520784,36.1448149200242,0.0383814126000003,1.33603769365209,-0.121591396524872,0.0179684100085993,-0.70979597276789,1.24008679436732,0.0,7.43107117452739,34.5031873613509,1.83396102653367,1.40949803256284,0.52527261838182,1,59.6870189132048,6.31301192495533,1.87391795971488,2.29809433260683,1.91455705384401,0.408130865049316,10.9998878876064,0.891666666666667
CC1=CC=C(C=C1)O,0.15964981752954,20.23,0.0,-2.29059749551454,0.800704882778696,7,2.35617057792445,-1.56155281280883,0,1.11288928034978,1.8592938149061,42.6833431609212,0.101890186222965,0.0,0.869498445799805,0.609872428645848,3.75155606182852,0,2.19237715801947,0,0.594576834032308,-0.121927620690993,1.26912000530091,0.0,5.45983368015625,5.24042824856391,-0.154027693862505,0.602094240837696,0.0,3.20281953111478,1.6094379124341,0.939840275199853,0.0,0.8125,-1.30721575031089,1.70062000304461,0.524912497071392,-0.474230863300753,-0.199263960946347,625.0,0.0503726892187502,0.800704882778696,0.0,2.0488,5.59819782569414,0.0642596454898953,47.0844079863613,0.0230733899999999,0.230453045264031,3.03827156698357,0,0.0,0.0797245762711864,0.0635429617695594,0.0,0.678096963326297,3.44601139745195,0.0,14.8743505192488,0.0,4.61512051684126,0,1.34375,0.0,42.6833431609212,1.26502044082474,0.695120037187517,0.596761458421224,0.0,0.0503639921040543,0.217391304347826,0.983105568420986,0.99135625,0.0,-0.120797473496046,0.443056301368353,2.70281953111478,6.59052806828125,42.6833431609212,0.0073674657421875,1.47917826041414,-0.124065202155956,0.0026226043107018,-0.157732438392864,0.388825367943932,0.0,6.31273600418625,49.9157691063506,1.52810482350156,0.552826543024576,0.343215015293056,0,42.6833431609212,6.01490638121022,1.99013873170308,2.34338356659769,2.02562236136466,0.385432160866912,3.18557495074004,0.740740740740741
C1=CC(=CC=C1Cl)Cl,0.233806499482463,0.0,0.0,-3.45395922606846,0.53509509058145,6,2.68665029941868,-1.56155281280883,0,1.29633188670259,1.72678031627936,0.0,0.0,0.0,0.937634294399222,0.609872428645848,3.94559945517518,0,2.19237715801947,0,0.697148489351733,0.0,1.26912000530091,0.0,1.64866721555555,5.49767865988378,-0.294532860404404,0.635245901639344,0.0,1.91829583405449,1.6094379124341,0.646678211295963,0.0,0.75,,2.9933999478817,0.560124750880853,0.0,-0.111030502521426,1245.0,0.0,0.53509509058145,0.0,3.1588,6.22629161932173,-0.0001456230776575,47.0844079863613,0.0239206100000003,0.230453045264031,3.62981690334781,0,0.0,0.0797245762711865,0.0640083166129609,0.0,0.249281264883098,3.44601139745195,0.0,13.8142425302349,0.0,4.61512051684126,0,1.3125,0.0,0.0,1.37163817558293,0.491003212685485,0.596761458421224,0.0,0.0,0.32258064516129,0.862237615061284,1.02485,0.0,-0.218325673317743,0.433034834234432,1.91829583405449,9.28842406138889,78.297288123564,0.0,1.67465643907921,-0.278518691448167,0.0,-0.70979597276789,0.0,0.0,4.92787202884745,44.9062029570389,1.18054905632457,0.0,0.378203182804611,0,0.0,5.78462077683326,1.92614855535703,2.86144044901725,1.93672138005167,0.0403922246769071,7.00121306331835,0.871428571428571
COC(=O)CCC(=O)OC,0.526147639863771,52.6,0.0,-0.578748410825712,0.612328406805664,6,2.69668554055025,-1.37032594547601,2,1.31141237762229,2.20090346166934,72.2896298400484,-0.438227984310639,0.0,0.792278201993946,0.576362342576334,4.51637993115575,0,3.1681741287467,0,0.604720672422855,-0.060664393494237,1.48508394737542,1.26491106406735,44.2643675548,4.64823246172497,-0.417070731716597,0.43046357615894,0.0,2.64643934467102,1.6094379124341,1.38635532651692,0.0,0.3,,0.112600028514862,0.608741825032188,0.258582110323844,-0.0269109811184385,1967.0,0.170242646400001,0.612328406805664,0.0,0.0919999999999999,5.71445549772523,0.116487904752264,97.4617902694105,0.101819635200001,0.28290134182639,3.3456296636291,0,0.263157894736842,0.0484749216300941,0.0201411966011026,0.0,0.325499783043294,1.94591014905531,50.2898540648355,22.0090346166934,0.0,4.61512051684126,0,0.9,0.0,72.2896298400484,1.11596271694276,0.602515503762651,0.700037984598463,0.0,0.0,0.384615384615385,0.819631767846486,1.03636,5.06906347840001,-0.257386543717665,0.381360840803225,2.16096404744368,8.3489075255,72.2896298400484,0.3314574864,1.40194749353718,-0.309972803541635,0.0,-0.576151540673477,0.157430320951782,0.0,7.43527633630762,41.2178392421216,1.60207129124006,0.863107180535827,0.413762530252126,2,72.2896298400484,6.93048801278038,1.87477349075727,2.62167828506838,1.84932789879628,0.804098206106573,21.9997757752129,1.00666666666667
CCCCCC(=O)CC,0.159649817529533,17.07,0.0,-1.97355446181198,0.831951945047003,8,2.65458649480022,-1.46377945586291,0,1.26719089020508,1.7294569894735,25.1449270324178,-0.0883215972333385,0.0,0.835105302865824,0.587619641505853,3.99796023828583,0,2.87662259507974,0,0.715975799599622,-0.0041423811808557,1.46352117432074,0.0,4.769042995632,4.48679265720838,-0.0912673106767137,0.613207547169811,0.0,3.86346518960165,1.38629436111989,1.49306197524714,0.0,0.166666666666667,-0.506184975717587,2.54580003023148,0.546806018159676,0.0055285411668573,-0.0122520061258406,559.0,0.0619990372800007,0.831951945047003,0.0,2.4584,5.34495620580652,-0.0843382719824179,0.0,0.0257322273119996,0.285342891530089,3.3896275761148,0,0.208333333333333,0.0444379033664748,-0.0350703906115873,0.0,0.515925317091326,1.6094379124341,25.1449270324178,15.5651129052615,0.0,3.93182563272433,0,0.638888888888889,0.0,25.1449270324178,1.178517106145,0.663903890094006,0.667384672482056,0.0,0.31052989227457,0.307692307692308,1.29675891797832,0.975844,12.672658696,-0.0383069993346844,0.423944372410146,1.73366068968819,11.06679325312,25.1449270324178,0.0562920245280008,1.29739342101798,-0.0545176424186857,0.0225491495853627,-0.848215563946067,0.905548709031767,0.0,7.4242135062428,35.4565445520625,1.86728570517821,0.892857142857142,0.451892898194585,0,25.1449270324178,6.23946707711674,1.94487723163854,2.40986871509672,2.0221536640092,0.134078743039026,0.0,0.785185185185185
CCCCCCC(=O)OC,0.297285808594478,26.3,0.0,-1.86999111530953,0.840360475465977,8,2.74784272012431,-1.33028479651609,1,0.832595083032592,1.73413131447035,36.1448149200242,-0.205084751798046,0.0,0.824227699430118,0.586063294097273,4.18336945269828,0,2.88616279762344,0,0.685203048686046,0.0131958298801009,1.49355449974186,0.5,18.1397952006509,4.49545813603414,-0.0888979377921435,0.546875,0.0,3.95006375643621,1.6094379124341,1.50156310816344,0.0,0.15,-0.561200618355273,2.12980002909899,0.513728190206124,0.0087790133380782,0.0164430769349416,1028.0,0.11397351514793,0.840360475465977,0.0,2.5128,5.48283017204424,-0.0610913330744445,46.1963633955052,0.0195602027218928,0.280925030088828,3.41279459236284,0,0.24,0.045173842751153,0.0196409783588071,0.0,0.473216206024214,1.79175946922806,25.1449270324178,17.3413131447035,0.0,3.93182563272433,0,0.675,0.0,36.1448149200242,1.16200840290732,0.693074746082879,0.618288847041177,0.0,0.325764070879537,0.285714285714286,1.21178969080741,0.989361538461539,12.672658696,-0.000481352263527,0.370077569520708,1.93120894891032,11.7807639175148,36.1448149200242,0.102788012130178,1.31992771139868,-0.0250161038844272,0.0159282833116627,-0.768202054231302,0.907754998485343,0.0,7.43122347485851,39.5722508397509,1.80378725682575,0.902777777777777,0.408012124740076,1,36.1448149200242,6.35910055967688,1.94088307373512,2.52176511188091,2.02597173167699,0.422738092020154,10.9998878876064,0.853333333333333
C=CC=O,0.159649817529538,17.07,0.0,-0.517316088718556,0.0,3,0.526724497369383,0.0,0,0.973001235018055,2.32681216731514,25.1449270324178,-0.236590886445383,0.0,0.768810871877163,0.549614759708254,2.80853972138904,0,1.97474487139159,0,0.567513902507416,-0.0013338194991707,0.0,0.0,11.0625,4.20795536097513,0.300781611706457,0.514018691588785,0.0,0.0,0.0,1.18977618298609,0.0,0.75,-0.52267670916133,0.371300026774406,0.922787193973635,0.0,-0.099273607748184,117.0,0.0,0.416666666666667,0.0,0.5151,4.83466793271052,-0.290480768902763,35.313305989771,0.00731385703125,0.5,2.63876971307742,0,0.142857142857143,0.0,0.53419637380439,0.0,0.702973340148047,0.0,25.1449270324178,9.30724866926055,0.0,0.0,0,1.1875,0.0,25.1449270324178,1.23578713330027,0.867528411160754,1.08937518997104,0.0,0.102643519969886,0.454545454545455,1.23211137778413,1.0118125,15.7669199961202,0.0677966101694915,0.82296118261331,2.0,2.058073095,40.911847028538,0.0,1.59952652744687,-0.0721695620978839,0.011467882286546,-0.64601483711009,0.0,0.0,7.43815609604528,36.6673173245227,1.05498529710496,0.0,0.935958228043922,0,25.1449270324178,6.20519927711473,1.73120314454602,0.999806705385883,1.76183240763085,0.139600121532567,0.0,0.891666666666667
CCCS,-0.083329607587005,0.0,0.0,-1.3770998848656,0.222804806158898,3,1.39785410604562,0.0,0,0.804530018589217,1.36247080330537,0.0,-0.167090424175309,0.0,0.801276897093915,0.549614759708254,2.85478511423436,0,1.97474487139159,0,0.938963587218242,-0.162224939320323,0.0,0.0,3.1813889575,3.93015002104391,-0.0587667619570682,0.760869565217391,0.0,0.798746875060096,0.0,1.40921815262156,0.0,0.0,-0.603276305562554,1.32620000094175,0.999027709825599,0.0,-0.254561918909269,55.0,0.0,0.629823824275188,0.0,1.4858,5.01895887771336,-0.164461815996878,0.0,0.0142878344444444,0.5,3.05012700893343,0,0.0909090909090909,0.0,0.502844213365487,0.0,0.59528341961374,0.0,0.0,5.4498832132215,0.0,0.0,0,0.375,0.0,0.0,1.32155058706665,0.825392393023308,1.08937518997104,0.0,0.0885398527598162,0.571428571428572,1.24778823976476,0.967566666666667,3.43422248755724,0.0827357467767686,0.782777159118262,1.94733879618755,6.54165872451389,38.563628990611,0.0,1.37041525807793,0.0245921001782787,0.0398816078174235,0.323007418555045,0.0,0.0,3.88929645336587,50.8230557400583,1.3089502714759,0.0,1.09514974989953,0,23.5422039931806,4.47807024702179,1.78146166400023,1.54945819587156,1.88758135936885,0.0544227654900169,0.0,0.673333333333333
