,SM1_Dz(i),SM1_Dz(p),AMR,SpPosA_B(p),T(N..O),CATS2D_02_DA,DLS_cons,P_VSA_MR_2
CC(=O)OC1CCCCC1,0.297285808594485,-1.22377543162212,38.4262,1.16987734640284,0,0,0.952380952380952,83.2292229063855
C1=CC(=CC=C1CO)O,0.297285808594474,-1.22377543162212,34.568,1.21126290939195,0,0,0.752380952380952,42.6833431609212
CC(=O)OCC1=CC=CO1,0.418249702467594,-1.52605630349505,34.4163,1.23084694882375,0,0,0.852380952380952,45.6521612062729
C1=COC(=C1)C=CC=O,0.297285808594474,-1.22377543162211,34.6005,1.29831114028705,0,0,0.752380952380952,34.6522733186665
CCCC(=O)OC,0.29728580859448,-1.22377543162211,26.6407,1.14030841824337,0,0,0.952380952380952,36.1448149200242
CCCCCCCC(=O)OCCC,0.297285808594494,-1.22377543162212,54.3169,1.17341460360563,0,0,0.9,59.6870189132048
CCCCC(=O)OC,0.297285808594482,-1.22377543162212,31.2417,1.14896660248199,0,0,0.952380952380952,36.1448149200242
CCCCCOC(=O)CC,0.297285808594483,-1.22377543162211,40.5139,1.15021680176936,0,0,0.952380952380952,59.6870189132048
CCSC,-0.0833296075870038,0.331531479730042,23.9349,1.29232820154432,0,0,0.8,35.313305989771
CSSC,-0.160246349142098,0.580090458267648,26.9804,1.3962495754523,0,0,0.842857142857143,0.0
CCSC(=O)C,0.0826853666186052,-0.59161266973565,28.6041,1.28499258910486,0,0,0.938095238095238,60.4582330221887
CC(C)SC(C)C,-0.0833296075869927,0.331531479730041,37.5193,1.31192278410402,0,0,0.757142857142857,141.253223959084
CC1=CC=C(O1)C,0.159649817529533,-0.788457360364272,28.2534,1.29668600501849,0,0,0.814285714285714,9.50734628624871
CCCC(C)OC(=O)C,0.297285808594475,-1.22377543162212,35.7042,1.17100811702436,0,0,0.952380952380952,95.0003249029758
CCCCC(C)O,0.159649817529545,-0.788457360364269,31.1537,1.15600273374626,0,0,0.852380952380952,58.8555099829516
CCCCCCCCCCC(=O)OCC,0.297285808594499,-1.22377543162212,63.5957,1.1831490766498,0,0,0.792857142857143,71.4581209097951
CCCCCOC(=O)C,0.297285808594464,-1.22377543162212,35.887,1.16255610468399,0,0,0.952380952380952,59.6870189132048
CCCCCCCC(C)O,0.159649817529557,-0.788457360364278,44.9567,1.1734981888383,0,0,0.852380952380952,58.8555099829516
CCCSSCCC,-0.160246349142088,0.58009045826765,45.5248,1.32248914255443,0,0,0.785714285714286,47.0844079863613
CCCCCCCCCCCCC,0.0,0.0,61.6152,1.20527571952827,0,0,0.588095238095238,0.0
CCCCCC1CCC(=O)O1,0.297285808594481,-1.22377543162211,43.0531,1.18414226238651,0,0,0.952380952380952,83.2292229063855
CCC(=O)OC(C)C,0.297285808594473,-1.22377543162211,31.2059,1.14710439044092,0,0,0.952380952380952,106.771426899566
CC1=CC=C(S1)C,-0.0833296075870009,0.331531479730038,34.6967,1.4168376220836,0,0,0.719047619047619,0.0
CCCC(=O)OC(C)C,0.297285808594478,-1.22377543162212,35.8069,1.17449718654793,0,0,0.952380952380952,106.771426899566
CCCCCOC=O,0.297285808594489,-1.22377543162212,31.2946,1.15240463882381,0,0,0.952380952380952,59.6870189132048
COC1=C(C=C(C=C1)C=C)OC,0.297285808594479,-1.22377543162211,48.6707,1.24257633976873,0,0,0.852380952380952,21.9997757752129
CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,0.159649817529536,-0.788457360364284,70.2064,1.24054754521473,0,0,0.885714285714286,82.3977139761322
C1=CC=C(C=C1)CCN,0.203104095976478,-0.470003629245731,39.286,1.26600163782872,0,0,0.838095238095238,23.5422039931806
CCO,0.159649817529538,-0.78845736036427,13.0093,1.0599973669181,0,0,0.871428571428571,35.313305989771
C(=O)O,0.297285808594476,-1.22377543162212,8.0513,1.02418801379469,0,1,0.7,67.828270193339
CC(=O)O,0.297285808594476,-1.22377543162212,12.6437,1.07621163489692,0,1,0.842857142857143,67.828270193339
CCCOC(=O)C(C)C,0.297285808594478,-1.22377543162211,35.8864,1.16152758888274,0,0,0.952380952380952,59.6870189132048
CC(C)CCC(=O)O,0.297285808594478,-1.22377543162211,31.0212,1.15290184145225,0,1,0.952380952380952,67.828270193339
CC1=CCC(CC1=O)C(=C)C,0.159649817529537,-0.788457360364268,47.1735,1.27846966374891,0,0,0.938095238095238,25.1449270324178
CC1CCC2(O1)C(CCCC2(C)O)(C)C,0.297285808594489,-1.22377543162212,60.7431,1.20668116195272,0,0,0.947619047619048,141.253223959084
CC(C)CCOC(=O)CC(C)C,0.297285808594491,-1.22377543162211,49.6111,1.19708535363071,0,0,0.923809523809524,59.6870189132048
CCCCCC=CC=CC=O,0.159649817529527,-0.788457360364272,50.8372,1.24652870597378,0,0,0.938095238095238,25.1449270324178
CCCCCC=O,0.159649817529533,-0.788457360364268,30.1482,1.1827945557461,0,0,0.90952380952381,25.1449270324178
CC(C)O,0.159649817529537,-0.788457360364271,17.4275,1.1182085375295,0,0,0.871428571428571,70.6266119795419
CC(=O)C,0.159649817529537,-0.788457360364271,16.1948,1.19513777366273,0,0,0.9,25.1449270324178
CCCC=CC=O,0.15964981752954,-0.788457360364271,31.3166,1.22786999178455,0,0,0.938095238095238,25.1449270324178
CCC=CCC=O,0.159649817529542,-0.78845736036427,31.2648,1.22107545200645,0,0,0.938095238095238,25.1449270324178
CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,0.15964981752953,-0.78845736036427,81.6537,1.28683610585652,0,0,0.854761904761905,25.1449270324178
C1=CC=C(C(=C1)C(=O)O)O,0.418249702467579,-1.52605630349505,34.5105,1.20723286407428,0,1,0.752380952380952,110.51161335426
CC1=CCCC(C1C=CC(=O)C)(C)C,0.159649817529548,-0.788457360364265,62.1638,1.267326559195,0,0,0.938095238095238,25.1449270324178
CCCCCCCCC(=O)C,0.159649817529545,-0.788457360364272,48.4277,1.19998039507915,0,0,0.880952380952381,25.1449270324178
CCCCCC1CCCC(=O)O1,0.297285808594481,-1.22377543162213,47.6541,1.18400396780437,0,0,0.952380952380952,83.2292229063855
CCCCCCC1CCC(=O)O1,0.297285808594475,-1.22377543162211,47.6541,1.193125983097,0,0,0.952380952380952,83.2292229063855
CCCO,0.159649817529537,-0.788457360364271,17.5335,1.06803231148173,0,0,0.895238095238095,23.5422039931806
CCCCO,0.159649817529539,-0.788457360364268,22.1345,1.11519710207009,0,0,0.895238095238095,23.5422039931806
CCCCCO,0.159649817529536,-0.788457360364268,26.7355,1.13449535399773,0,0,0.852380952380952,23.5422039931806
C1=CC=CC=C1,0.0,0.0,26.058,1.31632994397481,0,0,0.690476190476191,0.0
CCCCCCC1CCCC(=O)O1,0.297285808594478,-1.22377543162212,52.2551,1.18878453772256,0,0,0.952380952380952,83.2292229063855
CI,-0.0745507312642962,0.513422249613257,19.6429,2.0199,0,0,0.661904761904762,0.0
CN,0.203104095976483,-0.470003629245736,9.9188,0.964182847661795,0,0,0.857142857142857,0.0
CS,-0.0833296075870042,0.331531479730042,14.3883,1.32385,0,0,0.776190476190476,0.0
CCC(C)C(=O)OCC,0.297285808594483,-1.22377543162212,35.9632,1.1620789960576,0,0,0.952380952380952,71.4581209097951
CCCCCCCC1CCC(=O)O1,0.297285808594467,-1.22377543162211,52.2551,1.19431637303277,0,0,0.952380952380952,83.2292229063855
CCCCCCCCC(=O)OCC=C,0.297285808594473,-1.22377543162211,58.8084,1.19177212935463,0,0,0.904761904761905,36.1448149200242
C=CCCCCCCCCC(=O)OCC=C,0.297285808594431,-1.22377543162212,68.0545,1.21459146760052,0,0,0.857142857142857,36.1448149200242
CCN,0.203104095976483,-0.470003629245735,14.6668,1.09644860789221,0,0,0.871428571428571,35.313305989771
CC=O,0.159649817529536,-0.78845736036427,11.7183,1.17740992719691,0,0,0.8,25.1449270324178
CCS,-0.0833296075870038,0.331531479730043,19.1363,1.3588263210464,0,0,0.776190476190476,35.313305989771
CSC,-0.0833296075870033,0.331531479730042,19.1869,1.30407829969077,0,0,0.776190476190476,0.0
CC(C)N,0.203104095976485,-0.470003629245736,19.085,1.15052846216891,0,0,0.871428571428571,70.6266119795419
CC(C)S,-0.0833296075870042,0.331531479730042,23.5545,1.36669145870873,0,0,0.776190476190476,70.6266119795419
CN(C)C,0.203104095976484,-0.470003629245735,19.9881,1.18151449442665,0,0,0.871428571428571,0.0
CC(C)(C)O,0.15964981752954,-0.78845736036427,22.0651,1.14751885428663,0,0,0.871428571428571,105.939917969313
CC(C)(C)S,-0.0833296075870062,0.33153147973004,28.1921,1.35625832628426,0,0,0.79047619047619,105.939917969313
CC(CCC=C(C)C)CCO,0.159649817529524,-0.788457360364262,50.4857,1.20580828367677,0,0,0.90952380952381,23.5422039931806
CCCCC(=O)OCCC(C)CCC=C(C)C,0.297285808594526,-1.22377543162213,73.4661,1.2086234191492,0,0,0.923809523809524,59.6870189132048
CC1(C2CCC1(C(=O)C2)C)C,0.15964981752954,-0.788457360364281,44.492,1.25380075162071,0,0,0.885714285714286,25.1449270324178
N,,,,,0,0,0.633333333333333,0.0
CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,0.418249702467573,-1.52605630349505,55.386,1.21381945696905,0,0,1.0,106.771426899566
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,0.793761450592544,-2.24070968927596,64.1752,1.13882426638764,0,0,0.857142857142857,214.374362729385
CC1N=C(CO1)C,0.335257213064668,-1.02961941718116,27.435,1.20650402404375,2,0,0.928571428571429,35.313305989771
CCCCOC(=O)C1=CC=CC=C1N,0.451966941759594,-1.38629436111989,56.1591,1.22065190762924,8,0,0.952380952380952,59.6870189132048
CCC(=O)C=CC1C(=CCCC1(C)C)C,0.159649817529533,-0.78845736036427,66.7907,1.25428836748149,0,0,0.985714285714286,25.1449270324178
ClCl,0.233806499482463,0.325988906606368,12.2726,1.2386,0,0,0.719047619047619,0.0
S,,,9.4916,,0,0,0.633333333333333,0.0
COC1=C(C=CC(=C1)C=C)O,0.297285808594474,-1.22377543162212,43.9016,1.24054660409237,0,0,0.752380952380952,53.6832310485276
CC1(C2CCC(C2)(C1=O)C)C,0.159649817529543,-0.788457360364274,44.5438,1.25813817679817,0,0,0.885714285714286,25.1449270324178
CC1=CC(=O)CC(C1)(C)C,0.159649817529531,-0.788457360364268,42.7215,1.27702322097691,0,0,0.914285714285714,25.1449270324178
CC(=CCCC(C)(C=C)O)C,0.159649817529539,-0.788457360364272,50.2056,1.22405028560577,0,0,0.90952380952381,58.8555099829516
CC(C)CN,0.203104095976482,-0.470003629245735,23.6628,1.13339760202072,0,0,0.895238095238095,11.7711019965903
CC(C)CO,0.159649817529536,-0.788457360364268,22.0053,1.12025657525195,0,0,0.895238095238095,11.7711019965903
CC(C)C=O,0.159649817529539,-0.78845736036427,20.9197,1.19635669894758,0,0,0.923809523809524,25.1449270324178
CC(=C)C=O,0.159649817529538,-0.788457360364272,20.7231,1.256612164565,0,0,0.823809523809524,25.1449270324178
CCC(C)O,0.159649817529541,-0.788457360364269,21.9517,1.10315708605087,0,0,0.895238095238095,58.8555099829516
CCC(=O)C,0.159649817529537,-0.788457360364273,20.8217,1.16048028627951,0,0,0.923809523809524,25.1449270324178
CC(CN)O,0.335257213064665,-1.02961941718116,20.6293,1.05816136968358,3,0,0.895238095238095,35.313305989771
CC(=O)C=O,0.297285808594476,-1.22377543162212,17.0643,1.18805379739633,0,0,0.752380952380952,50.2898540648355
CCC(=O)O,0.297285808594478,-1.22377543162212,17.2706,1.06769276509349,0,1,0.938095238095238,67.828270193339
CC(=O)OC,0.297285808594478,-1.22377543162212,17.4128,1.112266521553,0,0,0.938095238095238,36.1448149200242
CC(C)C(=O)O,0.297285808594476,-1.22377543162212,21.8451,1.12863181935371,0,1,0.952380952380952,67.828270193339
CC(C(=O)O)S,0.230556011029667,-1.10090964771679,25.0413,1.21646204283951,0,1,0.952380952380952,103.14157618311
CC1=C(C(CCC1)(C)C)C=CC(=O)C,0.159649817529524,-0.788457360364268,61.8972,1.26724050815616,0,0,0.938095238095238,25.1449270324178
CC1(C2CCC(C2)C1=C)C,0.0,0.0,43.6498,1.28754132391287,0,0,0.747619047619048,0.0
CC(=C)C(=O)OC,0.297285808594476,-1.22377543162212,26.4176,1.18908936023687,0,0,0.952380952380952,36.1448149200242
CC1=C(C(=O)CC1)O,0.297285808594477,-1.22377543162212,30.7023,1.19759430631906,0,0,0.857142857142857,67.828270193339
CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],0.998497250665137,-2.30258509299405,76.7804,1.21416322069522,60,0,0.876190476190476,0.0
CCCCCCCC(=O)C,0.159649817529533,-0.788457360364283,43.8267,1.20468077630993,0,0,0.90952380952381,25.1449270324178
CC1=CNC2=CC=CC=C12,0.203104095976488,-0.47000362924573,42.1857,1.34599829808121,0,0,0.785714285714286,0.0
CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],0.839798380885644,-2.10413415427021,70.8777,1.21178527340281,28,0,0.928571428571429,10.9998878876064
CCC(C)C(=O)OC,0.29728580859447,-1.22377543162211,31.2152,1.14951583359875,0,0,0.952380952380952,36.1448149200242
CC(C)COC(=O)C1=CC=CC=C1O,0.418249702467603,-1.52605630349505,53.0236,1.21741872384148,0,0,0.952380952380952,90.5992600775357
CCOC(=O)C1=CC=CC=C1N,0.451966941759569,-1.3862943611199,47.0339,1.22562864843031,8,0,0.852380952380952,71.4581209097951
COC1=C(C=C(C=C1Cl)Cl)Cl,0.449928464814679,-0.483598301511505,46.9356,1.33327868898411,0,0,0.857142857142857,10.9998878876064
CCOC(=O)C(C(C(=O)OCC)O)O,0.712263297752192,-2.10413415427021,45.3978,1.09910040855805,0,0,1.0,142.91624181959
C=CCS,-0.0833296075870062,0.331531479730042,23.551,1.38774236870024,0,0,0.828571428571429,0.0
CC1CCOC(C1)C=C(C)C,0.159649817529534,-0.788457360364263,48.4907,1.22653833317681,0,0,0.90952380952381,47.0844079863613
CC(=O)C1=CC=CS1,0.0826853666186061,-0.591612669735648,35.295,1.38219298173878,0,0,0.80952380952381,25.1449270324178
C1=CC=C(C=C1)SSC2=CC=CC=C2,-0.160246349142088,0.580090458267655,66.5356,1.40172319026843,0,0,0.726190476190476,0.0
CC1CCC(=C(C)C)C(=O)C1,0.159649817529548,-0.78845736036427,47.1294,1.25156494110814,0,0,0.914285714285714,25.1449270324178
CC1=CC(=C(C=C1)C(C)C)O,0.15964981752954,-0.788457360364263,46.9841,1.268064993124,0,0,0.938095238095238,42.6833431609212
C1=CC=C(C(=C1)C=O)O,0.297285808594484,-1.22377543162212,34.3431,1.25386415683679,0,0,0.752380952380952,67.828270193339
COC1=CC=CC=C1O,0.297285808594471,-1.22377543162212,34.2153,1.21618759130394,0,0,0.752380952380952,53.6832310485276
CC1=CC=CC2=CC=CC=C12,0.0,0.0,47.5494,1.34905618842821,0,0,0.690476190476191,0.0
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,0.29728580859447,-1.22377543162211,62.596,1.27722206361033,0,0,0.8,25.1449270324178
C1=CC=C2C=CC=CC2=C1,0.0,0.0,42.5082,1.36200367642961,0,0,0.690476190476191,0.0
C1=CC=C2C(=C1)C=CC=N2,0.203104095976484,-0.470003629245733,39.9793,1.33793568095714,0,0,0.714285714285714,0.0
CC1=CC2=C(C=C1)N=CC=C2,0.203104095976477,-0.470003629245733,45.0205,1.33531930359124,0,0,0.785714285714286,0.0
C1=CC=C2C(=C1)C=CC(=O)O2,0.297285808594482,-1.22377543162211,41.6237,1.27855817379981,0,0,0.7,36.1448149200242
C1=CC=C(C=C1)C2=CC=CC=C2,0.0,0.0,51.1942,1.33611108202797,0,0,0.714285714285714,0.0
COC1=CC2=CC=CC=C2C=C1,0.159649817529536,-0.788457360364275,48.9714,1.30964312986531,0,0,0.80952380952381,10.9998878876064
COC1=C(C=C(C=C1)CC=C)OC,0.297285808594478,-1.22377543162212,53.2717,1.24819621723842,0,0,0.952380952380952,21.9997757752129
CCOC1=CC2=CC=CC=C2C=C1,0.159649817529533,-0.788457360364281,53.7194,1.30536285042213,0,0,0.838095238095238,46.3131938773774
COC(=O)C1=CC=CC=C1,0.297285808594486,-1.22377543162212,37.5855,1.23649344923143,0,0,0.752380952380952,36.1448149200242
CCOC(=O)C1=CC=CC=C1,0.297285808594493,-1.22377543162211,42.3335,1.23897896765926,0,0,0.852380952380952,71.4581209097951
CC(C1=CC=CC=C1)OC(=O)C,0.297285808594487,-1.22377543162212,46.4436,1.24140734108436,0,0,0.852380952380952,71.4581209097951
CCCOC(=O)C1=CC=C(C=C1)O,0.418249702467603,-1.52605630349505,48.5518,1.21133356072474,0,0,0.952380952380952,102.370362074126
CCCCOC(=O)C1=CC=C(C=C1)O,0.418249702467592,-1.52605630349504,53.1528,1.21171496175257,0,0,0.952380952380952,102.370362074126
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,0.297285808594478,-1.22377543162212,66.9527,1.27862256297376,0,0,0.871428571428571,59.6870189132048
C=CCC1=CC2=C(C=C1)OCO2,0.297285808594467,-1.22377543162212,46.1122,1.27502547963954,0,0,0.852380952380952,21.9997757752129
CCOC(=O)CCSCC1=CC=CO1,0.359351359142146,-1.43672603441857,56.4915,1.26358988917132,0,0,1.0,80.9654671960438
CC1=CC=CC=C1C,0.0,0.0,36.1404,1.32346445924426,0,0,0.719047619047619,0.0
CC1=CC=CC=C1O,0.159649817529539,-0.788457360364271,32.7933,1.27118837976231,0,0,0.785714285714286,42.6833431609212
C1=CC=C(C(=C1)O)Br,0.198850858745168,-0.574926549172509,35.3749,1.35077428814388,0,0,0.714285714285714,42.6833431609212
C1=CC=C(C(=C1)O)Cl,0.266049772324668,-0.696790535474746,32.5569,1.29621092700876,0,0,0.714285714285714,42.6833431609212
CC1=CC(=C(C=C1)C)C,0.0,0.0,41.1816,1.32113002932451,0,0,0.719047619047619,0.0
CC1=C(C=C(C=C1)O)C,0.159649817529535,-0.788457360364271,37.8345,1.27216660359633,0,0,0.814285714285714,42.6833431609212
CC1=CC(=C(C=C1)C)O,0.159649817529535,-0.788457360364272,37.8345,1.27468237413944,0,0,0.814285714285714,42.6833431609212
CC1=CC(=C(C=C1C)C)C,0.0,0.0,46.2228,1.31512588762007,0,0,0.747619047619048,0.0
CCC(=O)CC,0.159649817529528,-0.788457360364272,25.4486,1.15132231582955,0,0,0.90952380952381,25.1449270324178
C1CC(=O)OC1,0.297285808594477,-1.22377543162212,20.3077,1.165680423896,0,0,0.928571428571429,59.6870189132048
CCC(=O)OC1CC(CC=C1C)C(=C)C,0.297285808594436,-1.22377543162212,61.7738,1.22801317734337,0,0,1.0,59.6870189132048
COC1=C(C=CC(=C1)CC=C)O,0.297285808594475,-1.22377543162212,48.5026,1.24718953033913,0,0,0.852380952380952,53.6832310485276
CCOC(=O)C(C)C,0.297285808594471,-1.22377543162211,31.3622,1.16062482910575,0,0,0.952380952380952,71.4581209097951
CCOC(=O)C(=C)C,0.297285808594474,-1.22377543162212,31.1656,1.19849687994628,0,0,0.952380952380952,71.4581209097951
CCOC(=O)C(C)O,0.418249702467581,-1.52605630349505,28.4314,1.11337430447216,0,0,0.952380952380952,106.771426899566
CC(C)COC(=O)C(C)C,0.297285808594479,-1.22377543162212,40.3582,1.17421938508673,0,0,0.952380952380952,47.9159169166145
CCCCOC(=O)C(C)C,0.297285808594479,-1.22377543162211,40.4874,1.16666932393089,0,0,0.952380952380952,59.6870189132048
CCC(CC)CO,0.159649817529539,-0.788457360364269,31.2073,1.13659700457511,0,0,0.852380952380952,11.7711019965903
C1CC(OC1)CO,0.297285808594478,-1.22377543162211,26.5152,1.14050528210588,0,0,0.952380952380952,47.0844079863613
C1=COC(=C1)CO,0.297285808594473,-1.22377543162212,25.2648,1.24120516838256,0,0,0.752380952380952,9.50734628624871
C1=COC(=C1)C=O,0.297285808594474,-1.22377543162212,25.0399,1.29637491015153,0,0,0.723809523809524,34.6522733186665
CC(C)(C)C1=CC=C(C=C1)O,0.159649817529543,-0.788457360364268,46.418,1.26462425226741,0,0,0.938095238095238,42.6833431609212
CC(C)C1=CC=CC=C1,0.0,0.0,40.2488,1.29002486337394,0,0,0.742857142857143,0.0
CC(=O)C1=CC=CC=C1,0.15964981752954,-0.788457360364274,36.4608,1.28639911636188,0,0,0.80952380952381,25.1449270324178
CC1=CCC(CC1O)C(=C)C,0.159649817529537,-0.788457360364273,47.9954,1.24755784939507,0,0,0.938095238095238,23.5422039931806
CC1=CC=C(C=C1)C(=O)OC,0.297285808594466,-1.22377543162211,42.6267,1.24796395227514,0,0,0.852380952380952,36.1448149200242
CC1=CCC(=CC1)C(C)C,0.0,0.0,47.5528,1.27387545983427,0,0,0.842857142857143,0.0
CC1=CC=C(CC1)C(C)C,0.0,0.0,47.5528,1.2672004806088,0,0,0.842857142857143,0.0
CC1=CC=C(C=C1)C(C)C,0.0,0.0,45.29,1.29854136916682,0,0,0.771428571428571,0.0
CCCCCCC1CCC(=O)O1,0.297285808594475,-1.22377543162211,47.6541,1.193125983097,0,0,0.952380952380952,83.2292229063855
CC(C)CC(=O)C,0.159649817529539,-0.788457360364269,29.9713,1.22375011766383,0,0,0.90952380952381,25.1449270324178
CC(C)CC(C)O,0.159649817529543,-0.788457360364268,31.1013,1.17780003452322,0,0,0.852380952380952,58.8555099829516
CC(C)OC(=O)C,0.297285808594481,-1.22377543162212,26.579,1.16424019123647,0,0,0.952380952380952,106.771426899566
CC(=O)OC(=O)C,0.418249702467582,-1.52605630349505,22.082,1.14565265347344,0,0,0.952380952380952,61.2897419524419
CC1=CC(=CC=C1)C,0.0,0.0,36.1404,1.32768618034732,0,0,0.719047619047619,0.0
C1=CC(=CC(=C1)O)O,0.297285808594481,-1.22377543162211,29.4462,1.22322499863694,0,0,0.728571428571429,85.3666863218424
CC1=NC(=CC=C1)C,0.203104095976487,-0.470003629245734,33.0841,1.29920542378799,0,0,0.814285714285714,0.0
CCOC(=O)CC(C)C,0.297285808594474,-1.22377543162211,35.9373,1.17930329913263,0,0,0.952380952380952,71.4581209097951
CC(C)CC(=O)CC(C)C,0.15964981752953,-0.788457360364279,43.7478,1.23508890336686,0,0,0.90952380952381,25.1449270324178
CC(C)CC(C)OC(=O)C,0.297285808594469,-1.22377543162212,40.2528,1.19115138695175,0,0,0.952380952380952,95.0003249029758
CC1=CC=CC=C1,0.0,0.0,31.0992,1.32314460027552,0,0,0.690476190476191,0.0
C1CCC(CC1)O,0.159649817529535,-0.78845736036427,29.2747,1.14919169260057,0,0,0.857142857142857,47.0844079863613
C1CCC(=O)CC1,0.159649817529531,-0.788457360364272,28.2474,1.19747223247157,0,0,0.914285714285714,25.1449270324178
C1=CC=C(C=C1)O,0.15964981752954,-0.78845736036427,27.7521,1.26408220335763,0,0,0.714285714285714,42.6833431609212
C1=CC=C(C=C1)S,-0.0833296075870066,0.331531479730045,34.1659,1.40220737295674,0,0,0.690476190476191,0.0
CC1=CC=CC=N1,0.203104095976484,-0.470003629245737,28.4926,1.29490182095282,0,0,0.785714285714286,0.0
CCCCOC(=O)CC(C)C,0.29728580859446,-1.22377543162211,45.0625,1.18132852493392,0,0,0.923809523809524,59.6870189132048
CCCCOC(=O)CCC,0.297285808594474,-1.22377543162211,40.5139,1.16283997180207,0,0,0.952380952380952,59.6870189132048
CCCCC(=O)O,0.297285808594482,-1.22377543162212,26.4726,1.13287306942162,0,1,0.952380952380952,67.828270193339
CCCOC(=O)C,0.297285808594479,-1.22377543162211,26.685,1.14014429515291,0,0,0.952380952380952,59.6870189132048
CCCCN,0.203104095976484,-0.470003629245738,23.792,1.13297866644351,0,0,0.895238095238095,23.5422039931806
CCCCS,-0.0833296075870001,0.331531479730038,28.2615,1.27923785331377,0,0,0.814285714285714,23.5422039931806
C(CS)CS,-0.160246349142095,0.580090458267648,31.673,1.39808522520339,0,0,0.842857142857143,23.5422039931806
CCNCC,0.203104095976488,-0.470003629245731,24.1894,1.12928118155995,0,0,0.895238095238095,70.6266119795419
CCOC=O,0.297285808594472,-1.22377543162212,17.5684,1.11606192080999,0,0,0.938095238095238,71.4581209097951
CCON=O,0.451966941759583,-1.38629436111989,17.2562,1.07480445087862,0,0,0.938095238095238,71.9055267613669
C1=COC=C1,0.159649817529537,-0.788457360364271,18.5714,1.33163150764218,0,0,0.7,9.50734628624871
C1CCSC1,-0.0833296075870058,0.331531479730043,26.7271,1.33210188439239,0,0,0.819047619047619,47.0844079863613
C1=CSC=C1,-0.0833296075870029,0.331531479730042,25.0147,1.47627593269521,0,0,0.690476190476191,0.0
CC(C)COC(=O)C,0.29728580859447,-1.22377543162211,31.1568,1.15627624937391,0,0,0.952380952380952,47.9159169166145
CCCCCCCCCC(=O)OCC,0.297285808594457,-1.22377543162213,58.9947,1.18079045818673,0,0,0.888095238095238,71.4581209097951
CCCCCC(=O)C,0.159649817529539,-0.788457360364269,34.6247,1.19041317891565,0,0,0.90952380952381,25.1449270324178
CCCCCC,0.0,0.0,29.4082,1.19610133843104,0,0,0.757142857142857,0.0
CCCCCN,0.203104095976478,-0.470003629245736,28.393,1.1521459741864,0,0,0.852380952380952,23.5422039931806
C(CCN)CN,0.371839380458504,-0.788457360364269,27.3778,1.10650253706141,0,0,0.895238095238095,47.0844079863613
CCCCC=O,0.159649817529543,-0.788457360364269,25.5472,1.19268374482247,0,0,0.90952380952381,25.1449270324178
CCCCCS,-0.0833296075869985,0.331531479730041,32.8625,1.28427624370091,0,0,0.757142857142857,23.5422039931806
CCCOC=O,0.297285808594473,-1.22377543162212,22.0926,1.1242128789779,0,0,0.952380952380952,59.6870189132048
CCSSCC,-0.160246349142103,0.58009045826765,36.4764,1.35971453100608,0,0,0.785714285714286,70.6266119795419
C1CNCCN1,0.371839380458503,-0.788457360364274,25.4488,1.1074664513956,0,0,0.9,0.0
C1=CC=NC=C1,0.20310409597648,-0.470003629245733,23.9011,1.28697843462506,0,0,0.714285714285714,0.0
C1CCNCC1,0.203104095976481,-0.470003629245738,26.8346,1.13757107106377,0,0,0.857142857142857,47.0844079863613
CC(=CCCC(=O)C)C,0.159649817529542,-0.788457360364267,40.0233,1.23587368271995,0,0,0.938095238095238,25.1449270324178
CCCCCC,0.297285808594465,-1.22377543162211,44.4579,1.20787534035417,0,0,0.952380952380952,36.1448149200242
CCCCCCC(=O)C,0.159649817529531,-0.788457360364273,39.2257,1.20384777895266,0,0,0.90952380952381,25.1449270324178
CCCCCCC(=O)O,0.297285808594474,-1.22377543162211,35.6746,1.15168456901372,0,1,0.952380952380952,67.828270193339
CCOCCOC(=O)C,0.418249702467576,-1.52605630349504,33.2043,1.12431053307182,0,0,0.952380952380952,71.4581209097951
C(CCCCC(=O)O)CCCC(=O)O,0.526147639863771,-1.75785791755236,51.143,1.13917398904784,0,2,0.976190476190476,135.656540386678
CCCCCCN,0.203104095976477,-0.470003629245731,32.994,1.15327303415447,0,0,0.852380952380952,23.5422039931806
CCCCCCO,0.159649817529551,-0.788457360364268,31.3365,1.13640295124021,0,0,0.852380952380952,23.5422039931806
C(CC=O)CC=O,0.297285808594475,-1.22377543162211,26.2872,1.1907833428737,0,0,0.952380952380952,50.2898540648355
CCCCCCS,-0.0833296075870156,0.331531479730042,37.4635,1.27503857478956,0,0,0.757142857142857,23.5422039931806
CCOCCCO,0.297285808594475,-1.22377543162211,28.9182,1.0879465237357,0,0,0.895238095238095,58.8555099829516
CCCSCCC,-0.0833296075870058,0.331531479730041,37.7313,1.27060677119128,0,0,0.757142857142857,47.0844079863613
CC(=O)OCCOC(=O)C,0.526147639863772,-1.75785791755237,32.8566,1.12590804711329,0,0,0.952380952380952,72.2896298400484
