,nHAcc,piPC10,P_VSA_v_2,TPSA(NO),MDEC-12,ATS6m,T(N..N),DELS,nHet,MATS1p,SpMin4_Bh(m),P_VSA_LogP_5,SIC5,MDEO-12,GATS6e,SpMax4_Bh(m),SHED_DA,LOGP99,O%,piPC06,PW5,QEDu,SPI,N%,minsCl,nC,ATSC1i,MeanDD,P_VSA_charge_6,LOGPcons,MATS6v,Mv,ATS2m,F03{C-N},MPC05,ESOL,GATS3i,Hy,nHDon,DECC,ICR,ATSC1e,PHI,P_VSA_LogP_8,B01{C-Cl},JGI2,LLS_02,P_VSA_s_5,nN,SpMax1_Bh(m),MATS2m,C-001,GATS1m,SIC0,piID,CATS2D_05_AA,P_VSA_charge_3,P_VSA_charge_7,GATS5i,MDEC-13,minssO,T(N..O),piPC03,GATS2i,P_VSA_charge_2,CATS2D_06_AA,MATS6e,C-003,MW,MATS8m,MATS4e,MLOGP2,MATS6p,DLS_cons,GATS2p,RBF,SpMin2_Bh(m),CIC3,MATS2p,BIC2,AMW,NNRS,B02{O-O},CATS2D_02_AL,ATS3m,P_VSA_charge_1,JGI7,GATS1e,minsOH,P_VSA_i_2,B04{C-N},F02{C-O},AAC,Mi,P_VSA_charge_14,ATSC8i,SpMin1_Bh(p),GATS3p,HVcpx,MATS7p
CCCCCCS,0,0.0,0.0,0.0,1.91925974818689,1.54945819587156,0,2.18395061728395,1,-0.115486788941958,1.03642857462547,0.0,0.792416718708899,0.0,1.08855183417664,2.40620263990219,0.0,2.49650000780821,0.0,0.693147180559945,0.0428571428571429,0.35038875810829,3.62746501347983,0.0,0.0,6,0.262864989750567,2.66666666666667,16.4287994794901,2.65167137865937,0.0083361061020717,0.517842857142857,2.30520435373375,0,1.09861228866811,-2.2038799367896,0.860708828639382,-0.0878156920164582,0,0.897959183673469,1.95021206491475,0.0232055236281178,6.66877093222177,0.0,0,0.0444444444444445,0.875,0.0,0,3.75102447676274,-0.178515404958469,1,1.18350680090951,0.253970737132247,3.36729582998647,0,0.0,3.43422248755724,0.876060273896519,0.0,0.0,0,1.6094379124341,1.3197332852321,0.0,0,0.0106631279225052,0,118.27,0.361154963901651,0.0104416629579609,6.78141039253408,0.0133801853045491,0.757142857142857,1.19726478949736,0.2,1.75668485096531,0.893089881055404,-0.219866225511458,0.655392873936861,5.63190476190477,0.0,0,0,2.17509165233749,0.0,0.0,1.24544447867005,0.0,19.8630219670473,0,0,1.11552009358193,1.13459047619048,0.0,0.0159911717006804,1.91459115157525,0.805568258851652,2.44000798328209,-0.239762096950341
CCOCCCO,2,0.0,53.6832310485276,29.46,1.43721644785234,1.14154537805867,0,7.25354308390023,2,-0.27086882882678,0.969946935404391,0.0,0.789336094368525,0.25,0.78948932680701,2.08680306646193,1.0,0.405300036072731,10.5263157894737,0.693147180559945,0.0428571428571429,0.58635996041802,3.62746501347983,0.0,0.0,5,0.190996348587258,2.66666666666667,0.0,0.218737173321717,-0.0655621712802095,0.504757894736842,2.18557226202887,0,1.09861228866811,-0.430823598285272,0.746950222266237,0.0458678757005705,1,0.897959183673469,1.95021206491475,0.0221359956232682,5.85615497674867,0.0,0,0.0444444444444445,1.0,0.0,0,3.51383285831227,-0.228732219825413,1,1.1889623040793,0.29836756860754,3.36729582998647,0,0.0,11.3597360010901,1.01708077288135,0.0,4.91388888888889,0,1.6094379124341,1.29852667156161,0.0,0,-0.0220468831130917,0,104.17,0.563661223177238,0.179273351138668,0.107985507345979,-0.129762111470122,0.895238095238095,1.2879087982954,0.222222222222222,1.76270747247812,0.671309868534919,-0.214620407066702,0.737687888854775,5.48263157894737,0.0,0,3,1.99043696595236,53.6832310485276,0.0,0.995393933895602,8.21288265306123,20.5445057671785,0,3,1.26744380380723,1.15315789473684,0.0,0.0088918284764544,1.86462068071026,0.742926456837072,2.44000798328209,0.237608132014597
CCCSCCC,0,0.0,0.0,0.0,3.1810829150682,1.08321602547488,0,1.33925925925926,1,0.039119735121606,1.24013274997939,0.0,0.545720961723721,0.0,0.459624080078416,2.33219279906237,0.0,2.53959999978542,0.0,0.693147180559945,0.0428571428571429,0.383647928168558,3.62746501347983,0.0,0.0,6,0.267791465941043,2.66666666666667,17.6504085237802,2.56130470931844,0.011746665231073,0.517842857142857,2.47008205818654,0,1.09861228866811,-2.141165468267,0.98308225632012,-0.802101406302172,0,0.897959183673469,1.95021206491475,0.0241317826757368,6.66877093222177,0.0,0,0.0444444444444445,0.875,0.0,0,3.88402186255175,-0.158322030706083,2,1.00585863791736,0.253970737132247,3.36729582998647,0,0.0,6.86844497511449,1.0960990510892,0.0,0.0,0,1.6094379124341,1.3190692579552,0.0,0,0.0463846064628943,0,118.27,0.361154963901651,-0.226160096359963,6.78141039253408,0.0400541323102531,0.757142857142857,1.40520835974066,0.2,1.86131793026183,1.78617976211081,-0.171122147731767,0.603003475173706,5.63190476190477,0.0,0,0,2.35685972517424,0.0,0.0,1.08253854183401,0.0,24.5188534988947,0,0,1.11552009358193,1.13459047619048,0.0,0.0479735151020412,1.82037050927815,1.10383782199717,2.44000798328209,0.0564146110471379
CC(=O)OCCOC(=O)C,4,0.0,72.2896298400484,52.6,1.15470053837925,1.85965202180835,0,16.4073185941043,4,-0.438227984310639,0.946405544245789,21.9997757752129,0.612328406805664,1.26491106406735,1.09547434326211,2.36578157745222,0.0,0.112600028514862,20.0,1.94591014905531,0.0418831168831169,0.517743382541524,6.68257994809809,0.0,0.0,6,0.2095694208,3.35555555555556,0.0,0.135884933946751,0.589012788508428,0.57466,2.76559231939226,0,1.79175946922806,-0.525264144159045,0.43822101798597,-0.576151540673477,0,1.04,1.92192809488736,0.101819635200001,4.71884621617242,0.0,0,0.0666666666666667,1.0,0.0,0,3.58678238350356,0.182464818901862,2,0.785045067055734,0.343706619965423,4.31748811353631,2,0.0,0.0,0.873760349666002,1.63299316185545,4.47611111111111,0,2.30258509299405,1.13268312837702,50.2898540648355,0,-0.159077256854342,0,146.16,-1.01449345466415,-0.194182436032171,0.188577208155888,0.526637327611484,0.952380952380952,1.10309146474953,0.263157894736842,1.68942572607572,1.67548875021635,-0.144867334970987,0.602515503762651,7.308,0.0,1,4,2.45069956868434,21.9997757752129,0.0,0.776065141340851,0.0,41.2178392421216,0,6,1.48547529722733,1.14568,14.382660952253,0.0777962880000003,1.84306072482444,0.447276985649328,2.63663484475755,-0.551329992239761
CCCCCCCC,0,0.0,0.0,0.0,4.00829025919681,1.46299059868013,0,1.02359410430839,0,-0.0899999999999971,1.36825896520062,0.0,0.611249340870047,0.0,0.877700617283951,2.54390240545269,0.0,3.36680002510548,0.0,1.09861228866811,0.0475,0.321137183997765,4.12920364260844,0.0,0.0,8,0.30984484260355,3.0,32.8575989589802,3.86361987602233,-0.0169753086419749,0.490046153846154,2.26258294147732,0,1.38629436111989,-2.9209121939595,0.931437389770723,-0.946394630357186,0,1.0,2.0,0.0243520508875739,7.0,0.0,0,0.0370370370370371,0.75,0.0,0,3.60581108916382,-0.232638888888888,2,1.625,0.189448582178958,3.61091791264422,0,0.0,0.0,0.902777777777777,0.0,0.0,0,1.79175946922806,1.41059027777778,0.0,0,-0.0169753086419713,0,114.26,-0.0370370370370376,-0.0102880658436192,17.6640288422058,-0.0169753086419757,0.721428571428571,1.41059027777778,0.2,1.90282930737657,2.13499134632027,-0.232638888888888,0.428043696931194,4.39461538461539,0.0,0,0,2.12976979856845,0.0,0.0,1.625,0.0,32.8575989589802,0,0,0.890491640219491,1.14372307692308,0.0,0.104046663195267,1.953203208631,0.931437389770724,2.625,-0.0236625514403299
CCCCCCC=C,0,0.0,0.0,0.0,4.00829025919681,1.41642701809278,0,1.77678004535147,0,-0.0869565217391277,1.30706187069634,0.0,0.847736963501809,0.0,0.8625,2.50161033191791,0.0,3.1428000330925,0.0,1.38629436111989,0.0475,0.283844256133371,4.12920364260844,0.0,0.0,8,0.2873184,3.0,25.9050469529202,3.30638654535134,0.0,0.508933333333334,2.23370171087006,0,1.38629436111989,-2.52207226247383,0.940909090909091,-0.946394630357186,0,1.0,2.0,0.0225815999999999,6.52142013830326,0.0,0,0.0370370370370371,0.875,0.0,0,3.61072539877246,-0.249999999999999,1,1.5,0.200284262719718,3.78418963391826,0,0.0,5.06906347840001,0.884615384615385,0.0,0.0,0,1.94591014905531,1.38616071428572,0.0,0,0.0,0,112.24,-0.125000000000001,0.0,9.89643264154517,0.0,0.814285714285714,1.38616071428571,0.217391304347826,1.8602683994619,0.86478697925681,-0.249999999999999,0.68415874451266,4.67666666666667,0.0,0,0,2.10441375664124,0.0,0.0,1.5,0.0,46.7410304274405,0,0,0.918295834054489,1.1384,0.0,0.0814068800000005,1.9417960740299,0.940909090909091,2.625,0.0
CCCCCCCO,1,0.0,42.6833431609212,20.23,2.00414512959841,1.50639493143927,0,5.11797052154195,1,-0.0496882433019621,1.21593471122617,0.0,0.847736963501809,0.0,1.14958473237692,2.44402641137465,0.0,1.94910003989935,4.16666666666667,1.09861228866811,0.0475,0.507734108207327,4.12920364260844,0.0,0.0,7,0.276263649375,3.0,18.9633312186901,2.07624509231537,-0.0121694091945512,0.49705,2.28304862593409,0,1.38629436111989,-1.69229409406686,0.935615887540204,-0.157732438392864,1,1.0,2.0,0.0367818173437498,6.92713779726767,0.0,0,0.0370370370370371,1.0,0.0,0,3.59569168566226,-0.256713273652444,1,1.42928531221906,0.239802175397237,3.61091791264422,0,0.0,2.53453173920001,0.89217077828476,0.0,0.0,0,1.79175946922806,1.4557634467008,0.0,0,-0.025383162727839,0,116.23,-0.106328712075395,-0.0044097155632407,3.76490083212527,-0.0331883158602923,0.852380952380952,1.46225153705531,0.217391304347826,1.83630405845447,1.09436093777043,-0.248040638516351,0.601572800912063,4.84291666666667,0.0,0,1,2.15228703295412,42.6833431609212,0.0,1.04890709652594,8.36558673469388,21.4978629578901,0,1,1.09948398178769,1.147125,0.0,0.0494534312500004,1.94184690850498,0.938486160929379,2.625,-0.0502379833056003
CCCCCCC=O,1,0.0,25.1449270324178,17.07,2.00414512959841,1.46185390209479,0,5.87115646258503,1,-0.101753699298483,1.15028431695209,0.0,0.804150345482489,0.0,1.31314351043452,2.4377394890396,0.0,2.15570002794266,4.54545454545455,1.38629436111989,0.0475,0.41474250187941,4.12920364260844,0.0,0.0,7,0.260757696942149,3.0,16.4287994794901,2.0867450883298,0.0085140542924717,0.518290909090909,2.2533129651988,0,1.38629436111989,-1.68746109130088,0.905579597982955,-0.828095301562538,0,1.0,2.0,0.021870720557851,6.40441052454039,0.0,0,0.0370370370370371,1.0,0.0,0,3.60641425167765,-0.232704785759772,1,1.24438984163766,0.256382472005959,3.78418963391826,0,0.0,2.53453173920001,0.866822631342113,0.0,0.0,0,1.94591014905531,1.40959232386126,0.0,0,-0.0494646025059592,0,114.21,-0.443649214405846,-0.0101015502597484,3.22322861338172,-0.0083522731584597,0.90952380952381,1.41690291208581,0.238095238095238,1.81224873832916,0.852494886461976,-0.263460052078113,0.666132671122654,5.19136363636364,0.0,0,1,2.12918642614925,25.1449270324178,0.0,0.537575654689748,0.0,32.9220128128625,0,1,1.14332010212777,1.14162727272727,0.0,0.0264706571900828,1.93753715229154,0.909304332043394,2.625,-0.0136292012139313
COCCOCCO,3,0.0,64.6831189361341,38.69,1.09204834508363,1.56233493795934,0,9.45944444444445,3,-0.463896312938152,0.985169752996809,0.0,0.852439846034784,0.471404520791032,0.906299609456329,2.35759561244539,2.0,-0.35829996317625,15.0,1.09861228866811,0.0475,0.572215655370345,4.12920364260844,0.0,0.0,5,0.1816593003,3.0,0.0,-0.495089545157376,-0.150356754868079,0.51526,2.33868824872665,0,1.38629436111989,0.0685721443392188,0.765030543314261,0.0788662191964323,1,1.0,2.0,0.0565420893750007,6.78255186372069,0.0,0,0.0370370370370371,1.0,0.0,0,3.50591684468973,-0.258600156426964,0,1.04908569078363,0.312990907281605,3.61091791264422,0,0.0,0.0,0.612427722604069,0.0,4.68175736961451,0,1.79175946922806,0.999872411996471,0.0,1,0.140230676803281,0,120.17,-0.0767626611764419,0.0752644164622269,0.257220062158364,-0.0088408777711653,0.90952380952381,0.978333562151282,0.263157894736842,1.67919599241793,1.11323312532452,-0.031593339484406,0.622995410419722,6.0085,0.0,0,0,2.23618307021533,64.6831189361341,0.0,1.00766480666721,8.19977040816327,24.6602120548669,0,4,1.35272419562465,1.15597,0.0,0.0323224452000003,1.84293274455157,0.807075130418494,2.625,-0.175773286188362
CCCCCCCCCCCC(=O)OC,2,1.94591014905531,36.1448149200242,26.3,3.58159516914297,2.64321817840838,0,10.245644733253,2,-0.123519444876669,1.64868052618741,10.9998878876064,0.822363583059176,0.5,0.796375895023381,3.16460967885867,0.0,4.08030004054308,4.8780487804878,2.39789527279837,0.0500653083273748,0.488128479413913,8.39445177540457,0.0,0.0,13,0.492586452492564,5.12380952380952,29.1014581754901,4.43702841409403,0.0026830507646216,0.518975609756098,3.02065587702489,0,2.39789527279837,-3.31963771938125,1.00361206704578,-0.846492962381846,0,1.74222222222222,2.78989809546429,0.0469885066864956,11.4258255280073,0.0,0,0.0476190476190476,0.75,0.0,0,3.67438650507074,-0.130982058265135,1,1.23541637606708,0.215526552193399,4.90527477843843,0,0.0,2.53453173920001,0.950846272909503,0.426401432711221,4.58327346093122,0,2.77258872223978,1.33322979548273,25.1449270324178,0,-0.0164443509103615,0,214.39,0.003019935268364,-0.0762290626276823,19.6868376804509,-0.0026813736107904,0.792857142857143,1.34058148715196,0.275,1.97549288863825,1.96152157042854,-0.168040880281506,0.516434092026828,5.2290243902439,0.0,1,2,2.95875756145096,10.9998878876064,0.0078125,0.719994196182019,0.0,52.2449095357509,0,2,1.15469471175217,1.14186341463415,7.19133047612651,0.482357738869721,1.97904247232341,1.00400557758713,3.37120470666194,-0.0030804431944086
CCCCCCCCC,0,0.0,0.0,0.0,4.14199325767425,1.73757558707909,0,1.05484410430839,0,-0.079365079365077,1.47302408126992,0.0,0.648571366880362,0.0,0.902222222222223,2.71296496523071,0.0,3.75690002739429,0.0,1.38629436111989,0.0496296296296296,0.318867362316012,4.60534535138143,0.0,0.0,9,0.348471781212841,3.33333333333333,35.3921306981802,4.2514559646798,-0.0118518518518518,0.492,2.39346241947848,0,1.6094379124341,-3.17425043948778,0.939814814814814,-0.954242509439325,0,1.1358024691358,2.28103611255342,0.0273879096313911,8.0,0.0,0,0.0317460317460318,0.75,0.0,0,3.62177515614262,-0.233230452674896,2,1.61111111111111,0.183938780853696,3.8286413964891,0,0.0,0.0,0.918930041152263,0.0,0.0,0,1.94591014905531,1.4201646090535,0.0,0,-0.0118518518518483,0,128.29,-0.0213991769547329,-0.0077601410934722,20.4310135190777,-0.0118518518518521,0.697619047619048,1.4201646090535,0.214285714285714,1.93457315723188,2.32703253294359,-0.233230452674897,0.404976192453589,4.42379310344828,0.0,0,0,2.28009621928643,0.0,0.015625,1.61111111111111,0.0,35.3921306981802,0,0,0.893571101654191,1.1431724137931,0.0,0.179155492223545,1.96222704612278,0.939814814814816,2.77486327304725,-0.0154320987654325
CCCCCCCCO,1,0.0,42.6833431609212,20.23,2.07099662883712,1.77072856871307,0,5.27422052154195,1,-0.0417665411022326,1.34227928352908,0.0,0.853913375925921,0.0,1.0114820516497,2.6324534886945,0.0,2.33920004218817,3.7037037037037,1.38629436111989,0.0496296296296296,0.510204436816421,4.60534535138143,0.0,0.0,8,0.315327269135802,3.33333333333333,21.4978629578901,2.77351988171656,-0.0081182798871451,0.498370370370371,2.41143986920651,0,1.6094379124341,-2.16038279791129,0.944417551839947,-0.212707795322106,1,1.1358024691358,2.28103611255342,0.0398794617283949,7.92657558891325,0.0,0,0.0317460317460318,1.0,0.0,0,3.61393942672489,-0.256223939047325,1,1.43628540681259,0.22840679444443,3.8286413964891,0,0.0,2.53453173920001,0.914061596660838,0.0,0.0,0,1.94591014905531,1.46040529208765,0.0,0,-0.0155768436718575,0,130.26,0.0083453764977514,-0.0022421319264062,10.1497014097821,-0.0217647488069966,0.852380952380952,1.46653867209121,0.230769230769231,1.88300551644984,1.36129212970976,-0.246007082631762,0.556350826112828,4.82444444444445,0.0,0,1,2.2995009378733,42.6833431609212,0.015625,1.05225499655404,8.42278195074326,24.0323946970901,0,1,1.08604861231304,1.14615555555556,0.0,0.116203284938273,1.9535986537285,0.947411656457114,2.77486327304725,-0.029841137375403
CCCCCCCCS,0,0.0,0.0,0.0,2.07099662883712,2.00664241684242,0,2.3440980095742,1,-0.0963046120162443,1.31976284059462,0.0,0.853913375925921,0.0,0.935933689867213,2.8078075450266,0.0,3.27670001238585,0.0,1.38629436111989,0.0496296296296296,0.353671997186606,4.60534535138143,0.0,0.0,8,0.339277209986282,3.33333333333333,21.4978629578901,3.74878653844912,0.0036680397547313,0.515862962962964,2.5426386653833,0,1.6094379124341,-2.93363785768369,0.887289412551178,-0.212707795322106,0,1.1358024691358,2.28103611255342,0.0291903645541837,8.67599932534997,0.0,0,0.0317460317460318,0.75,0.0,0,3.75484357910657,-0.186392131527008,1,1.21619840534898,0.22840679444443,3.8286413964891,0,0.0,3.43422248755724,0.89454163115816,0.0,0.0,0,1.94591014905531,1.35454393254634,0.0,0,0.007003953750515,0,146.33,-0.0003926366537433,0.006934080987506,17.6640288422058,0.0075332626516429,0.721428571428571,1.23941091831703,0.230769230769231,1.87408218891024,1.36129212970976,-0.225252022860603,0.556350826112828,5.41962962962962,0.0,0,0,2.44515824369595,0.0,0.015625,1.27910092591035,0.0,24.9320854454474,0,0,1.08604861231304,1.13543703703704,0.0,0.181402449821675,1.94737254563164,0.826904174002032,2.77486327304725,0.0083545745191906
CCOCCOCCO,3,0.0,64.6831189361341,38.69,1.44040260140399,1.80243506506579,0,10.2805015432099,3,-0.379318726936967,1.03292604746758,0.0,0.858183251572101,0.471404520791032,1.1717465208836,2.46616778036749,2.0,0.0318000391125679,13.0434782608696,1.38629436111989,0.0496296296296296,0.592734829995037,4.60534535138143,0.0,0.0,6,0.224397524688091,3.33333333333333,0.0,-0.122885031230565,0.107957418708621,0.514434782608696,2.48618605433419,0,1.6094379124341,-0.173917788325988,0.529916367107218,-0.0006539043355896,1,1.1358024691358,2.28103611255342,0.0389181555765609,7.78073874177771,0.0,0,0.0317460317460318,1.0,0.0,0,3.52569339873326,-0.225892277004759,1,1.08553816592612,0.292903976710785,3.8286413964891,0,0.0,8.82520426189009,0.849358352641126,0.0,4.90986111111111,0,1.94591014905531,1.21022530133743,0.0,1,0.0224240867185928,0,134.2,0.0261824276100349,0.0438404174313234,0.0167586314093698,0.257016798198591,0.923809523809524,1.18613299181396,0.272727272727273,1.76122133567661,1.14194184810828,-0.175601988777875,0.578284546868421,5.83478260869565,0.0,0,1,2.36574737317132,64.6831189361341,0.015625,0.990620349189718,8.25696562421265,27.1947437940669,0,5,1.32496928582671,1.15367826086957,0.0,0.0933675801890363,1.85903413493654,0.55959935086061,2.77486327304725,-0.264898023197696
CC(CCC=C(C)C)CCO,1,0.0,42.6833431609212,20.23,4.28291072613438,2.21592301135733,0,6.64118669690098,1,-0.0255872097509793,1.51455763772357,3.18557495074005,0.802938887656432,0.0,0.892139028431214,2.80410143776173,0.0,2.75130005925894,3.2258064516129,2.484906649788,0.0421781745777517,0.551517099884003,7.19711208903944,0.0,0.0,10,0.371265368740895,3.52727272727273,21.4870266860603,2.84995108698148,0.123961851740769,0.515574193548388,2.71384157003783,0,1.94591014905531,-2.46966605436515,1.29641000130983,-0.294013882712496,1,1.12396694214876,2.23127025460758,0.0431808203537979,6.23977399819607,0.0,0,0.0808080808080808,1.0,0.0,0,3.6951588593402,-0.0786531707411651,3,1.36429228234533,0.220876571581456,4.51085950651685,0,0.0,25.2540037413802,0.802177376770001,2.68328157299975,0.0,0,2.56494935746154,1.20748936438654,0.0,0,0.0083630708649029,1,156.3,0.263135880356048,0.056867500319755,7.55949290825868,0.117454317409378,0.90952380952381,1.21120116523575,0.166666666666667,1.90678291230025,0.976279435693239,-0.0384947676998108,0.776893844226484,5.04193548387096,0.0,0,1,2.64295397283048,42.6833431609212,0.0208333333333333,1.05095148157899,8.62977308515999,46.7410304274405,0,1,1.09426589597975,1.14069032258064,0.0,0.261666611363165,1.9721846159322,1.3028909234275,2.74431323010027,-0.425894569994062
CCCC=CC(=O)C,1,0.0,25.1449270324178,17.07,2.95573793842908,1.45692320400891,0,6.63907407407407,1,-0.0974583681758101,1.13288440786861,0.0,0.793706619965423,0.0,1.38534949624486,2.29567345616583,0.0,1.93170003592968,5.0,1.94591014905531,0.0430059523809524,0.474639425987036,4.78704579739721,0.0,0.0,7,0.2370303117,2.82142857142857,20.8359834745202,1.79595853654019,-0.0492132818144577,0.54378,2.32579196632269,0,1.38629436111989,-1.67353522435889,0.933779142254931,-0.828095301562538,0,0.90625,1.90563906222957,0.0173104233749996,4.23750117790617,0.0,0,0.0634920634920635,1.0,0.0,0,3.65487441486708,-0.0213260247632977,2,1.13162832784313,0.274964401453208,4.15888308335967,0,0.0,20.8359834745202,1.04407516404786,0.894427190999916,0.0,0,2.484906649788,1.26589663307481,25.1449270324178,0,-0.0838269707524308,0,112.19,0.652350151666361,0.0211025724329393,2.8489239522623,-0.0558657984784047,0.938095238095238,1.25634747217642,0.157894736842105,1.76409465209442,0.675488750216347,-0.181807635285383,0.830185752459604,5.6095,0.0,0,2,2.1063145328334,0.0,0.0,0.52443727725207,0.0,46.8054442813228,0,2,1.18837637173451,1.13503,0.0,0.0473976441000003,1.90555341597472,0.939307603827687,2.43336464833609,-0.107858396524138
CCCCCCCCC(=O)O,2,0.0,67.828270193339,37.3,2.07099662883712,2.15171665338487,0,11.1643404614932,2,-0.0312744328923039,1.38113988827986,0.0,0.866874683259581,0.0,0.994660115870572,2.83433402921414,1.0,2.82160004228354,6.89655172413793,1.94591014905531,0.0476518076518077,0.652860306308332,6.4798920807912,0.0,0.0,9,0.344112546777645,3.85454545454545,21.4978629578901,3.09502626804759,0.0064487022024459,0.523131034482759,2.72136680293655,0,1.94591014905531,-2.45156823002503,0.952496944142364,-0.206288060350555,1,1.28925619834711,2.29989639116789,0.0362119317003564,7.48426491643395,0.0,0,0.0444444444444445,1.0,0.0,0,3.64737296298546,-0.106895543515434,1,1.19904304099506,0.250518958355941,4.34380542185368,0,0.0,2.53453173920001,0.918783548918241,0.125,0.0,0,2.30258509299405,1.47370841811386,25.1449270324178,0,-0.0498950213998232,0,158.27,-0.0024813446519695,-0.0160689573729738,10.8193547732183,-0.007226928065718,0.923809523809524,1.48439662524438,0.25,1.89739621115985,1.26740991386771,-0.266983146767754,0.589907415214308,5.45758620689655,0.0,1,2,2.54878670418392,42.6833431609212,0.015625,0.778902530972093,8.31617701247166,27.4768009091932,0,2,1.21701633861232,1.14329655172414,0.909874472903056,0.179816313531511,1.96027892616211,0.959853992543188,2.92207996567322,-0.0092935656025152
CCCCCCCOC(=O)C,2,0.0,36.1448149200242,26.3,3.03642571470612,2.15171665338487,0,9.56021631183337,2,-0.181189034338534,1.51957390231943,10.9998878876064,0.84732003270423,0.5,0.994660115870572,2.84678931151034,0.0,2.51990003138781,6.89655172413793,1.94591014905531,0.0476518076518077,0.527980030423176,6.4798920807912,0.0,0.0,9,0.338014823971462,3.85454545454545,16.4287994794901,2.53852626441568,0.006448702202446,0.523131034482759,2.73664456431187,0,1.94591014905531,-2.06535722750448,0.867227531073909,-0.789532401257463,0,1.28925619834711,2.29989639116789,0.0260340303210458,7.48426491643395,0.0,0,0.0444444444444445,1.0,0.0,0,3.62575899519968,-0.0557360142636936,2,1.15355189179706,0.250518958355941,4.34380542185368,0,0.0,5.06906347840001,0.918783548918241,0.707106781186548,4.7831427154195,0,2.30258509299405,1.3445690355653,25.1449270324178,0,-0.0498950213998232,0,158.27,-0.0513422086053811,-0.0403074295763369,5.65145431158702,-0.007226928065718,0.923809523809524,1.34301099956331,0.25,1.84134631213367,1.06963965547082,-0.212171080121625,0.648754723519382,5.45758620689655,0.0,1,3,2.53993897519542,10.9998878876064,0.015625,0.708323769271713,0.0,42.1067825789509,0,3,1.21701633861232,1.14329655172414,7.19133047612651,0.185914036337694,1.94657622607977,0.872995649647498,2.92207996567322,-0.0092935656025152
CCCCOCCOC(=O)C,3,0.0,47.1447028076306,35.53,2.59370570414205,2.11005675659475,0,12.3335496451667,3,-0.322276007840302,1.50614066745965,10.9998878876064,0.848033363756611,0.632455532033676,0.983839306697148,2.82626839850288,0.0,1.36620002985001,11.1111111111111,1.94591014905531,0.0476518076518077,0.536224221926731,6.4798920807912,0.0,0.0,8,0.296670615802469,3.85454545454545,11.3597360010901,1.26979679061245,0.0537878232907212,0.531807407407408,2.76429100810679,0,1.94591014905531,-1.19667897268504,0.740194070664636,-0.701806578895523,0,1.28925619834711,2.29989639116789,0.0048779867901242,7.41972080701306,0.0,0,0.0444444444444445,1.0,0.0,0,3.58639292465613,-0.0432527224708311,2,1.02082916848076,0.277508415872985,4.34380542185368,1,0.0,2.53453173920001,0.752690731022869,0.707106781186548,4.6581427154195,0,2.30258509299405,1.22919473357398,25.1449270324178,0,-0.0969597260859122,0,160.24,-0.0316715692022139,-0.0445022907425221,1.4988868414835,0.0639673072872389,0.952380952380952,1.21497795279965,0.269230769230769,1.76970090061932,0.722584259419515,-0.166475268940531,0.74280226481481,5.93481481481481,0.0,1,3,2.57812552767741,21.9997757752129,0.015625,0.785431684176743,0.0,43.6879571274393,0,5,1.31952129837964,1.14628888888889,7.19133047612651,0.179272962469136,1.89958020636407,0.751818868289168,2.92207996567322,-0.112219756363252
CCCCCCCCCC(=O)C,1,1.38629436111989,25.1449270324178,17.07,3.70501320673709,2.27959429030341,0,7.62165721844293,1,-0.0632442283299978,1.60988241276677,0.0,0.852522264331101,0.0,0.862024907141378,2.98498397414059,0.0,3.71610003709793,2.94117647058824,2.07944154167984,0.0487364199662587,0.471817279037914,7.00015122503368,0.0,0.0,11,0.414475829377162,4.1969696969697,24.0323946970901,3.76177307955475,0.0022977005074951,0.514988235294118,2.77003667729152,0,2.07944154167984,-2.886650517211,0.976431978293117,-0.888060845728865,0,1.43055555555556,2.5220552088742,0.0364236728979237,8.53174218451733,0.0,0,0.0404040404040404,1.0,0.0,0,3.66594910650664,-0.130733749258755,2,1.32337714293224,0.212821286690908,4.49980967033027,0,0.0,11.3597360010901,0.93179991591106,0.666666666666667,0.0,0,2.39789527279837,1.40801808754839,25.1449270324178,0,-0.0086425056872677,0,170.33,0.0063998547145372,-0.0007762777679567,15.6255702141117,-0.002063215211115,0.880952380952381,1.40403847961951,0.242424242424242,1.94593729650134,1.57305716045188,-0.224542520912729,0.558185040754559,5.00970588235294,0.0,0,2,2.65045397190569,0.0,0.0125,0.586226567671006,0.0,43.0601397696625,0,2,1.08272038786708,1.14048823529412,0.0,0.319076098754326,1.97197094103484,0.981014335642039,3.04486224022937,-0.0024595796164283
