,nHAcc,SHED_DA,nHet,P_VSA_v_2,TPSA(Tot),TPSA(NO),DELS,P_VSA_i_4,P_VSA_p_2,ATSC1e,P_VSA_ppp_ter,ATSC2e,T(N..O),ATS2m,ATSC3e,ATSC4e,AAC,P_VSA_m_3,P_VSA_s_6,MAXDN,CATS2D_00_DD,Hy,SHED_DD,ATSC6e,F04{C-N},ATSC7e,P_VSA_ppp_D,piPC06,ATS3m,ATS5m,P_VSA_charge_1,B01{C-F},GGI2,H-050,MW,LOGP99,SpMax4_Bh(m),P_VSA_e_2,GGI3,Mi,B01{C-N},PW4,ATS4m,H%,P_VSA_e_3,N-072,F03{C-N},ATSC5e,P_VSA_LogP_5,F01{C-F},AMW,P_VSA_charge_3,Mv,SssssC,P_VSA_m_2,N%,Me,ATS1m,B02{F-F},nHDon,SpMax1_Bh(m),GGI5,GGI4,S2K,GGI1,P_VSA_s_4,MLOGP,nO,F06{C-N},MDEO-11,piPC01,piPC07,T(O..O),B03{C-N},piPC02,P_VSA_LogP_7,piPC09,nF,CENT,IDET,MATS1e,GATS2p,MDEC-13,MATS4v,P_VSA_m_1,P_VSA_LogP_1,P_VSA_ppp_A,ESOL,piID,MATS2p,F01{C-N},GATS1e,LOGPcons,MATS3m,SPI,SpMin1_Bh(p),SHED_AA,Mp,S1K,P_VSA_ppp_L
P_VSA_ppp_ter,0.6701865174298519,0.5667089937068568,0.7169032781763647,0.8133765978745336,0.617138553844493,0.6712116070275579,0.7402883351136123,0.28211657959977293,0.7333309176574195,0.6618202891661791,1.0,0.6022689931910966,0.3604971799481233,0.37132507329034775,0.6884262200497596,0.695460042880332,0.4542746424534517,0.7970092546458943,0.9294341701956593,0.6102672846527903,0.6145795883366736,0.45489278878164313,0.5636358055313065,0.5207132514397868,0.25021759056956655,0.4244918747228884,0.6462341806726005,0.09517729052590036,0.316777051495007,0.23242335178657367,0.6050982572862413,0.2249821115227891,0.4580806561625747,0.5331182222426852,0.40800134397605103,-0.19537626717740417,0.17667161122343814,-0.2083641330447414,0.3960663085036526,0.17703064168850366,0.15500275588829396,0.027700963980010648,0.30317513018227943,-0.38953280279563235,0.20473647572730688,0.1385025402443386,0.1807874694710037,0.6131320677434678,0.21796324243294465,0.24670653503504503,0.23824476644010242,0.41608848763819756,0.277040826462729,-0.26706017433001816,-0.030014244482240732,0.07098101859542535,0.40978883141879735,0.3457161807125712,0.19227911262503436,0.5505798290403134,0.18626320958788217,0.36332206933033007,0.3549421425634417,0.05210413280098607,0.5639265210816244,-0.1719540087111517,-0.2034170044123275,0.5959491245853564,0.17728644946778452,0.6838978956611904,0.21356002938461494,0.10142594871308026,0.5765749526231946,0.15424697182053132,0.23560233216467694,-0.1659575654003173,0.07526261733145703,0.22874779430479264,0.26765001341537087,0.25093102367326064,-0.1934859508502863,0.05945863084442433,0.02875734271340961,0.03777286229840118,-0.18688638512296904,-0.08399199610558548,0.730557493613241,0.07503702669068114,0.12377551337912601,0.0069135270114920495,0.1287489898382089,0.09580552175130028,-0.20742109513485954,0.05604153413117229,0.5541397794847218,0.024766450111189258,0.5049377525148347,0.07558527312812897,0.3814203334963684,0.09751751654684661
ATSC2e,0.8182787658195976,0.3790713136353729,0.7977954488060298,0.6330135214775583,0.4457151759030593,0.5152535788416771,0.8343979023831719,0.37809948696138734,0.4734283566295809,0.7869161967749442,0.6022689931910966,1.0,0.4183540635656216,0.45848145066138835,0.8325088471761464,0.742604614119494,0.5311766937370429,0.6325843734616466,0.6571546750832775,0.6743453790197825,0.23603930927397043,0.13749204006545643,0.26495081932587294,0.6182896804444318,0.26575163890239745,0.5659445697089656,0.21212156975467925,0.18253405083267862,0.4590093306686799,0.34868897999434434,0.2616570552065929,0.46016324931114355,0.4758231304701965,0.1689817737638757,0.49952787393939563,-0.08446790895548076,0.29802955211074655,-0.07931471553192027,0.422485859674672,0.3225762362805599,0.17330052328795612,0.21031144516090933,0.4480417020074987,-0.3046641344286357,0.08363501163700537,0.19203798249744344,0.2527176555663027,0.6807071344603208,0.538528661986238,0.5079830488809552,0.060422799730276554,0.4493734268197469,0.12716043255274542,-0.4969334352845704,0.06144506034743409,0.028133464032702317,0.3661886265838651,0.4012182840143197,0.4099626320794928,0.19704198945758164,0.0490562051875488,0.42314612914530897,0.36583107219604094,0.20338613408759054,0.5633331950090108,-0.09309589737373672,-0.030853747852829124,0.5847420620362116,0.22787919437618093,0.42791803346639584,0.3398125101746244,0.19707832056803493,0.5549017983628128,0.18721783049183177,0.3389708973818298,-0.036193366128037176,0.18595177361563933,0.4799320283201074,0.36591576588599356,0.3603694513000143,0.04000556818175803,0.005069473598826321,0.029884205396783877,0.008693883809555197,-0.030744058488350053,-0.0019631471763641457,0.47833909558569915,-0.04241065860020168,0.22724853374926265,0.1073052283033155,0.2557397232066014,-0.06251465652282892,-0.06768382279791045,0.045903880390040376,0.5815915431608265,0.15536741724441383,0.6039046380270934,-0.1100364478206276,0.504497969286531,-0.009000742840680288
T(N..O),0.5658229230317929,0.4904362839079147,0.6016326641940218,0.4986777827104535,0.6079142631466735,0.6179621474207941,0.49512946151720166,0.36553073394235364,0.5066151684021993,0.2604396008012829,0.3604971799481233,0.4183540635656216,1.0,0.2948374304976636,0.3517277936344053,0.5166780988291817,0.4323877690382273,0.31335190125326495,0.39878364524883136,0.2500517367667563,0.27100316799991325,0.21809612418506658,0.2688510841699005,0.6178523910103623,0.5863569489392764,0.49036770135038876,0.17852053173608237,0.31914443464966813,0.2836367428401664,0.33214683744629675,0.15094682429559333,-0.003548067516520036,0.3598943455038222,0.30189365424288744,0.4196259472668108,-0.07360533999035455,0.2094193719248238,0.12303780410950821,0.3863642276480332,0.00979104122182315,0.4774673786158085,0.2277185283706053,0.30887126837613843,-0.16976203684207608,0.42281742715693177,0.3652048731985618,0.5264453035561792,0.49009261411651694,0.09728694838529002,-0.02695734142306195,0.023371642011538876,0.3875047445070149,0.10376309744813926,0.013701212638430871,0.359062019154435,0.2825827503654534,0.0939122079591544,0.3242688280814369,-0.03430630204634754,0.3117281524495888,0.12286792892309246,0.561769852175303,0.46682161768578745,0.11285365049850553,0.410097577301483,0.16595229694346095,-0.09539448324751439,0.4008037469094958,0.5003250292645183,0.4226947556291757,0.32542138086684913,0.3314792660140961,0.4797132008846703,0.4875369841437628,0.31986448431077785,-0.024618822085772825,0.30451596352193305,-0.031610259898196706,0.44671766662128026,0.43906644885687923,0.07433789481862037,-0.07014601530617158,0.10183004563984256,-0.02117382857987055,-0.007821142369861213,0.0873922992313935,0.40964750506700187,-0.04330919299715983,0.31895201507359416,0.18039296956436715,0.5499375901255396,-0.12571358544754438,-0.09398484375122623,0.018910269579790463,0.45046203259334655,0.14928092805267024,0.5882545823689975,0.004621677555669741,0.3605244893912681,0.029536347372683784
ATS2m,0.458014096529119,0.2880206431327413,0.5056068318643141,0.3178855763234448,0.3195348371614285,0.3164295286815639,0.5961840886937084,0.2018534244468927,0.26532444424412355,0.33872244604877283,0.37132507329034775,0.45848145066138835,0.2948374304976636,1.0,0.4356165989748497,0.49412377703703597,0.4178844771451689,0.28066665301969107,0.3663282249064425,0.406729925150701,0.13121867868138742,-0.18505585703631128,0.1397137382605602,0.423855350012237,0.36364050466277836,0.45939927500664623,0.09050663204528103,0.6550226358156701,0.8139918583330427,0.6678446898699099,0.1221639894240084,0.16492506449075503,0.6756098635609867,0.04932557506317377,0.8332335552065537,0.46605308249126837,0.8078980135950232,0.4673444323311615,0.6495041199208744,-0.13041751015014327,0.22681925532362238,0.6708651216075249,0.7666912220496853,-0.23497729032813777,0.15979641983277548,0.20965660812263218,0.3383634470061209,0.48044918184859053,0.3315207004388355,0.17637124722570957,-0.025342706343042462,0.2853294988627836,0.23891462201281125,-0.1848403944508457,0.48113340953888367,-0.11912062047575092,0.037583696027949066,0.8896992055187347,0.12633297785544947,0.0990759952490775,0.23887697986694814,0.5607237395402525,0.6129599762797107,0.3439642104248988,0.7243508314628213,0.40286429597230483,0.4593974952195426,0.31890757563356,0.318600518732012,0.1610110534038043,0.8411880635619264,0.6299636686911397,0.2685625241864783,0.2881184092970114,0.8588987568031239,0.3679753436969309,0.5517203540610789,0.1591938452082687,0.5564433169028298,0.6041362732133928,0.12563329526328162,0.013243120038488232,0.2742390232712112,-0.13092057304126214,0.3571647412728947,0.16723764918042508,0.25138013546769455,-0.6322029351224256,0.747520060560551,0.27516338339561186,0.2992513842274944,-0.10568448513731704,0.4643729893542467,-0.008502786202088036,0.6995839529803232,0.4481621310083235,0.3900511540923159,0.09243680445064148,0.7430659143847674,0.5404514834154237
ATSC3e,0.7682205109702539,0.5392680616292278,0.7147445932844694,0.7413278466235336,0.5460006966367245,0.624196465330175,0.7895790826078608,0.23374502131617267,0.6499635447734795,0.6969398527163292,0.6884262200497596,0.8325088471761464,0.3517277936344053,0.4356165989748497,1.0,0.78318811585175,0.4908280979131177,0.7601683363440327,0.7403244041150712,0.5267706067191122,0.46479722555926023,0.26125738776811724,0.4817632711472008,0.6123757608027324,0.2066955665531166,0.5289240034425927,0.47418313205501345,0.20997490431634336,0.4686728772755458,0.3836602809910971,0.5253208303677463,0.24288913975351348,0.467333484939286,0.3538598838191926,0.47782368813617854,-0.19912840889368194,0.3222515383435868,-0.0958420169496744,0.4238517228505912,0.16006245891203932,0.12544556216653233,0.25917828828269734,0.45965002314776315,-0.20309529490083322,0.06396667431150935,0.17386727504326704,0.15198069157995833,0.7466055604363669,0.3326378613116372,0.2931720012417839,-0.0006850505419583494,0.39567813134358687,0.062268030364114504,-0.33842644698521945,0.03918813972034497,-0.010218543246660772,0.2345484162357021,0.38231738795920156,0.18522271998314724,0.38154340772761547,0.02103989998820009,0.3664526417112206,0.3788731935946478,0.2030590072850524,0.5329143780775022,-0.09626066642049706,-0.15497625710795168,0.7018151008952408,0.18473216669620493,0.5597744752751255,0.35962589704136055,0.18929005524312742,0.6677564327993877,0.13043640222890066,0.353105578554352,-0.013890745836521064,0.17062051302869977,0.26663550439146566,0.3693308100015199,0.3693326360583161,0.010827087317895504,0.17321685223185104,0.003852926133698596,-0.04124854147432265,-0.005022325806420155,-0.05365207832269211,0.6732097298427913,0.06418415639595901,0.24443718842449094,-0.03811443481119066,0.17675280428434023,-0.07101708190731451,-0.188028686452982,-0.0068427272412107925,0.5653339611778062,0.18708791000856156,0.6747192697746528,-0.12053257247980086,0.4896586632413621,-0.01760656370483872
ATSC4e,0.7679410275867229,0.5904418123921918,0.7158908777041534,0.7813478995097867,0.6750896101079294,0.7524637203730046,0.821745762964157,0.20987761101185173,0.7541391395057165,0.5413727601040971,0.695460042880332,0.742604614119494,0.5166780988291817,0.49412377703703597,0.78318811585175,1.0,0.4855388177201466,0.7476603213069672,0.7105639862631692,0.41971412871434177,0.5037370556057318,0.2638109882114443,0.4895978821357765,0.7518942681537812,0.39136126943032795,0.6715539046404282,0.49286395963628843,0.39629460629131336,0.5580245839004163,0.5394974245157148,0.5240183795159821,0.05798316241001472,0.622933911355454,0.4056387568156513,0.5950794212061228,-0.11851760462050942,0.4301304575648179,0.06742042272429602,0.601275396553362,0.0008627667316165884,0.2823579504926757,0.41311982913322587,0.5810240998348887,-0.1416765163068755,0.17514585372566385,0.2771737950312375,0.3797251126948429,0.8588720977438015,0.21956972023417679,0.09000824711466093,-0.04668480295795159,0.43588527835193125,0.04510778507240054,-0.16760842583040028,0.23124636266668658,0.06620136433336533,0.09393947255282104,0.47567130134478774,0.0011908491516984534,0.4324113360588142,0.07607891849668694,0.598957519975555,0.5931182155166542,0.22308148142107367,0.6067937623971401,0.09412512933712493,-0.07065663321931615,0.7465498751275467,0.32697328685678567,0.6377792868303509,0.49757397494071604,0.38289563062414955,0.6936754749932729,0.30055120121367956,0.4816131847756169,0.08007009121081146,0.33362629107861613,0.06995695431569629,0.5053701974671105,0.5102684023422003,0.07991593583633773,0.0673852916370594,0.15322628225333104,-0.037615156060900275,0.09944165520189605,0.08769392138223937,0.7564958390874448,-0.05743002072286061,0.41157843901633107,0.17720241990517827,0.34758328967829816,-0.1702531746809545,-0.09710474898265085,0.13268609425837177,0.6878417625089187,0.2841495292602817,0.7385540223911555,-0.08980437979922645,0.5848325848924488,0.04697254999685747
AAC,0.5877840425321248,0.474225354203908,0.6420944487358645,0.530006485137161,0.6238020957604918,0.5760762530346503,0.4882917458014062,0.33749496121028977,0.5122397391033237,0.3630646532980393,0.4542746424534517,0.5311766937370429,0.4323877690382273,0.4178844771451689,0.4908280979131177,0.4855388177201466,1.0,0.39152011416080434,0.5622151364537915,0.45095857905613507,0.3643149305416471,0.26228026228141715,0.31675095489282523,0.3612719406308955,0.3858260739536972,0.3264133783872979,0.2865629183322227,0.24534489333779544,0.35779450615154845,0.1724953107883441,0.2393467072545135,0.18178778756828495,0.29133178014185707,0.34006787515384734,0.2894595955545329,-0.2841393052632692,0.18978804947722766,0.06059934336132917,0.25026873344643086,-0.008047180249813705,0.48722071716362064,0.22191242202647843,0.26379437396757555,-0.24803543671038494,0.32651461963554906,0.3567535965992642,0.3950939862499942,0.4027964787855386,0.15819346864104,0.06889262414381951,-0.07880426367062994,0.5045771000563776,0.1264626795653866,-0.042730294915722604,0.22670045268611966,0.16117302801378527,0.15176383258607842,0.3008381641524688,0.10083686784965354,0.36229689496598544,0.11904110584787977,0.26309784347936577,0.2604639771355735,-0.07703735080637598,0.35917013669970693,0.030265158879059437,-0.26863311749599605,0.4306036037841786,0.2678518734604178,0.3424034194257006,0.3406251256499399,0.22908915825611006,0.31759697940834164,0.4707525237686609,0.3998964974152129,-0.2873650391344852,0.18138953483897322,0.03830599191724284,0.18004523044841647,0.1786906849751971,-0.045449321910706164,0.06256386942405108,-0.062437448248161755,-0.10598367978926822,-0.28285460135766227,-0.16190041267966707,0.4336389439257301,0.1207968828261522,0.294478283222192,0.03194934919981993,0.4410326564004084,-0.18787667194542695,-0.29685624667675853,-0.10801928038288798,0.29675787763763,0.24673913919975987,0.48658244159825026,-0.07126439002186488,0.18840228429634515,0.05051344368397457
P_VSA_m_3,0.7270970203882438,0.5769692503369797,0.6275030110147284,0.8896713448872043,0.6104683608512191,0.7212695113601492,0.75648406694364,0.051796142339408116,0.8232547442294483,0.6193294157154686,0.7970092546458943,0.6325843734616466,0.31335190125326495,0.28066665301969107,0.7601683363440327,0.7476603213069672,0.39152011416080434,1.0,0.7954394194247122,0.5788194531770902,0.635897598669667,0.3747460292678934,0.5652393775732438,0.5665635624483358,0.06481511047894646,0.43488447315242623,0.6978827834383946,0.12190052253491307,0.30141875815758706,0.2610164782234353,0.7061034614452029,0.14627937989252796,0.364162088093492,0.46314673656724137,0.3031424506547919,-0.3240163723838626,0.17530802979570628,-0.22679441542937612,0.33386438306170063,0.20642386487870645,-0.008416551795129385,0.11758590643839816,0.3038446124582217,-0.2547053721665606,-0.08389375650748271,0.09993037393700929,0.014726364700145048,0.6854370722927671,0.15630761448244695,0.1926557859704273,0.01033907121234303,0.3725201628686301,0.050005824253743156,-0.22916362891587935,-0.13075982405137399,-0.05474633474125817,0.3409605983379866,0.23177790154723552,0.12596848065912133,0.4977578511183672,-0.026282636370476398,0.3118140904045502,0.30320845520522044,0.1050989624454295,0.4228067889090412,-0.13805739111109605,-0.2857716876236439,0.8365710973806182,0.019695289001719758,0.8016423915759459,0.2522949845820662,0.11434732066423643,0.7258897131083978,-0.005664549307839301,0.2620275800016893,-0.14342934585081615,0.08374085489780236,0.1876489468327213,0.2454777503497117,0.23857206600727895,-0.16047167057339026,0.2094695004795305,-0.04546160082961669,0.04259674604825101,-0.11884852965233841,-0.121727264307197,0.8988893569977908,0.21498220878285781,0.14345155292962608,-0.09135645401120653,-0.0017059825058583008,0.008070072114703584,-0.3083956245913016,0.09141246665476632,0.48095833360924894,0.1595971458597105,0.6092412577743306,-0.1847189485075855,0.3506934575259119,-0.17260661068544902
P_VSA_s_6,0.7724016786499474,0.6387525784096932,0.8043042563757503,0.8698855123159042,0.7021651649490103,0.7479055158615087,0.7626710105349831,0.39341584776830935,0.7869969700975662,0.687510394969868,0.9294341701956593,0.6571546750832775,0.39878364524883136,0.3663282249064425,0.7403244041150712,0.7105639862631692,0.5622151364537915,0.7954394194247122,1.0,0.6321985999976134,0.6329369254724719,0.5021297048497485,0.5945480981718774,0.5286125061650058,0.3117486307270788,0.4417191651411781,0.6542875569043993,0.15575058327124816,0.3262362971611598,0.24648501674436857,0.6256864329202665,0.23024245629990842,0.41732612390730695,0.5757684685768384,0.39982790556056735,-0.2676130882089478,0.15695046158968756,-0.17259372450025795,0.34913117657615644,0.2173263522788021,0.2267849067861907,0.08603744938220777,0.31056755765772753,-0.462247191188457,0.25654509097430184,0.12252433122722263,0.26438504721826533,0.6263202660965078,0.2976728299147505,0.2509948889911858,0.15194755570934812,0.48095437315307493,0.28823889502948846,-0.2687373029224198,0.06819667986554612,0.17964674623005583,0.4614157828160061,0.3244325130192583,0.20365825822012543,0.5920694670360542,0.06433932602189625,0.3461968875764412,0.3433172560007621,0.05185521862629091,0.5034212224535891,-0.1624894929439035,-0.27459040231053894,0.6326043091865022,0.24042718512556963,0.675736394086578,0.2679012982064085,0.1707711322519841,0.601479227336883,0.22974112729092458,0.2907122744826587,-0.2783425177963787,0.153386446447846,0.2376142610461002,0.303663011247149,0.29187288133784167,-0.22872887383661694,0.052185581673359946,-0.12492104122126418,0.03440869015905813,-0.2731200874514825,-0.26274530995672496,0.7632596870667356,0.12494433710560195,0.20220818314272596,-0.0417975103881234,0.22460969142657686,0.10611873773373572,-0.27814576870562213,0.09951196387614035,0.4958318515659674,0.0593789249757499,0.6128306589098237,0.005428120806697654,0.36185787738120123,0.05402969919476053
MAXDN,0.7081128641642204,0.30899854369128155,0.7233595255616401,0.5748224628892366,0.3129847247176792,0.3803054246130787,0.7150470895307162,0.45872442010400927,0.363312134124958,0.7498039970755099,0.6102672846527903,0.6743453790197825,0.2500517367667563,0.406729925150701,0.5267706067191122,0.41971412871434177,0.45095857905613507,0.5788194531770902,0.6321985999976134,1.0,0.23768042831794034,0.18361387793756362,0.21917513603548333,0.28077593274194534,0.16506799777632095,0.2588844138437581,0.21733886614334363,-0.013962204140483119,0.20257871083051537,0.039298545335447375,0.1612605373303023,0.6010203781969868,0.3513818874563396,0.1760669086654582,0.2930248165621354,-0.13323223995477532,0.07275286841328,-0.2331555762010824,0.25655254524306836,0.5699161974342172,0.06810583559306373,-0.07473369256393106,0.16386796138293003,-0.5952810299846671,0.08615099126105534,0.12252930226518294,0.11158903313872419,0.31595678599477706,0.5270076742643603,0.6201412020102014,0.24466061110010048,0.37952327251224693,0.34673729431945394,-0.5444473106299462,-0.06828495622411536,0.019947118153420904,0.7145882249410622,0.3090385761987051,0.6563680883279621,0.21035995552303857,0.14138515075991318,0.19825439559120375,0.14206562536105663,-0.06441587717208408,0.544108678938393,-0.18689399470258877,-0.15506472850237543,0.3747219118200443,0.12854072225125374,0.3770128371959356,0.17019184345554406,0.01725345579001333,0.25261571570022,0.09288016595579357,0.24444386819025826,-0.27969748329526495,0.04514279311734172,0.6618979612025541,0.1630861160175937,0.14127549837111822,-0.31935582316443867,-0.07450546095764289,-0.09523143622131516,0.09605373286336741,-0.2822005446478836,-0.1892112457353673,0.3527195883788425,0.0385009833978377,0.07194141897080604,0.027747092284386904,0.07159140005078271,0.20356205098594923,-0.14935009127005205,0.012726724444161692,0.3709454528763647,-0.021405095904965928,0.32842848381565704,-0.02442960144445015,0.25630793435111787,-0.022004778419294796
CATS2D_00_DD,0.48486853694524845,0.7793623547676258,0.38751304824285515,0.7708035831835508,0.6294338172089234,0.692998134441754,0.35760607174729825,0.26726768942694595,0.8049363046656823,0.31019996828400714,0.6145795883366736,0.23603930927397043,0.27100316799991325,0.13121867868138742,0.46479722555926023,0.5037370556057318,0.3643149305416471,0.635897598669667,0.6329369254724719,0.23768042831794034,1.0,0.7519554104225126,0.8383723007321315,0.2894041211625696,0.26993446320727194,0.23786837667342414,0.9657667625506768,0.13643513031634752,0.17936112086722533,0.16204450709449403,0.867256124976269,-0.10908975806885643,0.22677738905367473,0.9223573195702446,0.1586612157011744,-0.4557400413406405,0.08098525352495499,-0.19543965928639723,0.20613581805139322,0.014942602463879845,0.3302475430481376,0.11085936303004112,0.16554955035253235,-0.0328752376989042,0.3668531210721211,0.29672239292036845,0.22844040709528118,0.4320485586924003,-0.15177877834505635,-0.10769545628706165,-0.06432735712982714,0.369380503440687,-0.05682004399601927,0.05698869075540252,0.11797009666618627,0.17949869693517972,0.0437316545488182,0.11972351887501856,-0.1328370991873347,0.9460324477233404,0.003843329680131164,0.15318798891496563,0.20823753041729628,-0.00804883020622275,0.23997682724714547,-0.09325819087906462,-0.3967115625912433,0.4538898418094288,0.2064760348295167,0.5564293438252584,0.14651114869413517,0.11596491812136883,0.3823439987358618,0.2839734765458416,0.15482333562729472,-0.17425401813346453,0.10153654761255862,-0.11686920908800201,0.15256835637542115,0.1563986373840893,-0.23606983825755107,0.26523339732843526,-0.11319781454276476,0.04094042077493874,-0.1552444154105713,-0.24164725208176407,0.6843364384863055,0.3089310718404986,0.14078237900991836,-0.14265235135123014,0.2648256386021578,0.175894972137495,-0.4293019751713934,0.030142403059681116,0.23857564148030588,0.1377645190336235,0.367126357724286,-0.12290856564543545,0.1546098039524521,-0.1392561670095058
Hy,0.36237429397703164,0.5637849403914044,0.3372003423333258,0.5768507862767137,0.5174205277850762,0.5179036207677282,0.17262031943039263,0.4069369146379013,0.5833485043581207,0.26937754213049575,0.45489278878164313,0.13749204006545643,0.21809612418506658,-0.18505585703631128,0.26125738776811724,0.2638109882114443,0.26228026228141715,0.3747460292678934,0.5021297048497485,0.18361387793756362,0.7519554104225126,1.0,0.6967704237669397,0.12755770399952512,0.21560284616113243,0.06923579711084114,0.7106796308819998,-0.12111543481883834,-0.15849393775259524,-0.1313172896109996,0.6042585177228684,-0.031150570460891584,0.0071015312750337505,0.8672219512905306,-0.0902238241639442,-0.5501526106184458,-0.2655524010261157,-0.3233918262313051,-0.011157932399345441,0.17958593556014676,0.2987931807053047,-0.2062788523025652,-0.15552927710433787,-0.0935203491488065,0.4768799979840103,0.1916580373998695,0.19033707273503328,0.19766327880851875,-0.10638495542121823,-0.02985605399582679,0.06467935370191512,0.30016181688623944,-0.007984061896470416,0.008821669188414578,0.008657217631508103,0.3362586213896956,0.18757612370839963,-0.17817952557800762,-0.030069846141109226,0.8458871480449774,-0.02786577330785034,-0.013905911992910693,0.001297779377823675,-0.19883899399847244,0.038909268677502565,-0.26930532709241606,-0.5660840521188635,0.2174457244901798,0.15447940475505473,0.39856616383934534,-0.2302565219101022,-0.10129779709384928,0.2181129198459394,0.24076062006424437,-0.1929019920788164,-0.3827833531722016,-0.05952282870598507,-0.026676294174508335,-0.015082017538200043,-0.03439128128596034,-0.4314712835363829,0.06943057936124224,-0.22110443587571554,0.0957783991921252,-0.38860417993497776,-0.3530335109481844,0.403117415684461,0.47787237643968233,-0.15019023734245393,-0.13798149762418846,0.21315358407561033,0.3395397563776597,-0.5660903704793722,0.06617929123637774,-0.030212916944894683,-0.1705829815005247,0.21250521036667494,-0.06261598684417163,-0.1230707901545564,-0.2716527803160394
SHED_DD,0.47825666059798905,0.7144806908311244,0.4004631669004565,0.699112146409978,0.6008767775335906,0.6322967347252612,0.3570602363704376,0.28902940076656114,0.7153974521087504,0.33813883293893876,0.5636358055313065,0.26495081932587294,0.2688510841699005,0.1397137382605602,0.4817632711472008,0.4895978821357765,0.31675095489282523,0.5652393775732438,0.5945480981718774,0.21917513603548333,0.8383723007321315,0.6967704237669397,1.0,0.28918033740967747,0.25675615753502956,0.21412235795985896,0.8091753755525131,0.09977609280019961,0.1649651845526887,0.16205997342716047,0.7376436139428588,-0.056808084868717454,0.2020251651249826,0.8034196978036903,0.16761790436341045,-0.41056871529952566,0.07256821297697444,-0.14567202579260044,0.18469028256404468,0.037434130256871166,0.24759287552796003,0.08999042401118273,0.15495571831980273,-0.08639727397748469,0.3570843726810511,0.26504737545624724,0.2083942342228188,0.4335799238082616,-0.07743752408173508,-0.05482355784129261,-0.006844530138148969,0.3193627754327093,0.006743759281790088,0.01803989641572017,0.11819445985453118,0.15508876789274792,0.09363150856803341,0.1364162113381263,-0.06828128931481611,0.816171593344226,0.018352188654897683,0.1257878238056054,0.1883468548564023,0.018173123111680126,0.21831284477459503,-0.09729512775446518,-0.3877170029644677,0.4185030642510125,0.19864794890078216,0.543546390061709,0.13498921355041768,0.08770866731943792,0.3824138742594606,0.21584914973114486,0.1382719751365727,-0.17217716581002468,0.08127285332953058,-0.059905292851508675,0.14978623119326406,0.15638605422414886,-0.20494207705565065,0.22851354388105485,-0.12932022518687875,0.021494737757346418,-0.1618932902924517,-0.2413283903420987,0.6013629042080675,0.29001361719987495,0.12170339606277804,-0.13816662944166686,0.23860854118635272,0.11789563861914824,-0.4000535957227623,0.03611962199684484,0.22679981099983143,0.06537581750941351,0.3776700080010248,-0.06797541897990463,0.16106092699140048,-0.13090478500390318
