,nHAcc,SHED_DA,nHet,P_VSA_v_2,TPSA(Tot),TPSA(NO),DELS,P_VSA_i_4,P_VSA_p_2,ATSC1e,P_VSA_ppp_ter,ATSC2e,T(N..O),ATS2m,ATSC3e,ATSC4e,AAC,P_VSA_m_3,P_VSA_s_6,MAXDN,CATS2D_00_DD,Hy,SHED_DD,ATSC6e,F04{C-N},ATSC7e,P_VSA_ppp_D,piPC06,ATS3m,ATS5m,P_VSA_charge_1,B01{C-F},GGI2,H-050,MW,LOGP99,SpMax4_Bh(m),P_VSA_e_2,GGI3,Mi,B01{C-N},PW4,ATS4m,H%,P_VSA_e_3,N-072,F03{C-N},ATSC5e,P_VSA_LogP_5,F01{C-F},AMW,P_VSA_charge_3,Mv,SssssC,P_VSA_m_2,N%,Me,ATS1m,B02{F-F},nHDon,SpMax1_Bh(m),GGI5,GGI4,S2K,GGI1,P_VSA_s_4,MLOGP,nO,F06{C-N},MDEO-11,piPC01,piPC07,T(O..O),B03{C-N},piPC02,P_VSA_LogP_7,piPC09,nF,CENT,IDET,MATS1e,GATS2p,MDEC-13,MATS4v,P_VSA_m_1,P_VSA_LogP_1,P_VSA_ppp_A,ESOL,piID,MATS2p,F01{C-N},GATS1e,LOGPcons,MATS3m,SPI,SpMin1_Bh(p),SHED_AA,Mp,S1K,P_VSA_ppp_L
P_VSA_charge_3,0.5341371515780009,0.4657160830565689,0.5270582783204609,0.4929114547592912,0.5003772845635209,0.5115180594106198,0.45153499025511673,0.30094935718714433,0.47565800489494214,0.34690948954372613,0.41608848763819756,0.4493734268197469,0.3875047445070149,0.2853294988627836,0.39567813134358687,0.43588527835193125,0.5045771000563776,0.3725201628686301,0.48095437315307493,0.37952327251224693,0.369380503440687,0.30016181688623944,0.3193627754327093,0.33455110713497166,0.28228839295007546,0.38312430911641654,0.2949425087218526,0.2447506898648699,0.2760085049802484,0.2357869495970498,0.22979367801931755,0.09259941105155572,0.30463909490759283,0.37368253991642725,0.32142830990496024,-0.20401044966676987,0.15588870614070655,0.05333294247571556,0.26672409231476824,0.03884262610342723,0.3407059204577747,0.1616145784471915,0.25830720731254037,-0.25226424970968586,0.29709346581386614,0.3327415493895337,0.23582837834739284,0.41060923369955254,0.1464645449376424,0.05512860301992431,0.06489658942973338,1.0,0.17473690997414004,-0.04000569588306328,0.23493060470718508,0.17974564856917258,0.18261755799851434,0.2848320150032419,0.05318545645612446,0.3875299330783336,0.12481479262256248,0.2775857681012405,0.2664902789644983,0.027482125499239556,0.33657984039820776,0.03665943334627881,-0.1691633084108828,0.39900606220238843,0.20860427253248995,0.3264633917917632,0.26765788816176433,0.2505598682070906,0.3733582387883665,0.3173385110547523,0.28441576475289587,-0.16010773565825792,0.23973098790343292,0.04491244210267359,0.2506959803418452,0.2499457442110662,-0.057350234707624695,-0.06281618796772721,-0.049052690275190595,-0.023793888035215652,-0.15357871736006634,-0.16346958375138534,0.3835747200814423,0.05259834086694919,0.2455771394174524,0.09035335861467075,0.3431925609384897,-0.06026022423405692,-0.1851786207444541,0.04373021246406011,0.31964353414230756,0.07934296335910367,0.39151907472524894,0.02902359609181314,0.2529510132333305,0.07745918151613931
Mv,0.19004186218672914,0.07457843008929635,0.4268943508092722,0.0875040306304344,0.11724845854226103,0.05804573973354353,0.22289967045143322,0.22607569458130097,0.005686373301751603,0.3025395678359931,0.277040826462729,0.12716043255274542,0.10376309744813926,0.23891462201281125,0.062268030364114504,0.04510778507240054,0.1264626795653866,0.050005824253743156,0.28823889502948846,0.34673729431945394,-0.05682004399601927,-0.007984061896470416,0.006743759281790088,0.03289782086884205,0.12007183621387221,0.01853097510366349,-0.08083030235792577,0.13556507279565075,-0.06329677789198616,-0.10571328077818068,-0.13050095585141647,0.2564411142838136,0.1212668380247737,-0.07009939370381821,0.2304611281053556,0.049058839876688146,-0.13192537751477537,0.09580173760702765,0.10379257761271511,-0.04848121037812464,0.08975761655717278,-0.016733906660630578,-0.07084452829718564,-0.8742560331489955,0.20326018493364728,0.06660942855109003,0.1154826331695613,0.008999854681921373,0.2984479775914957,0.2421742994744674,0.8362718044959785,0.17473690997414004,1.0,-0.19670543009671343,0.038647177374339474,0.1465761758518773,0.6098535537628583,0.3838209953371274,0.2769654178555988,-0.06159642722312862,0.5865724911614488,0.08110233209181565,0.1213520958835438,-0.2730801491119102,0.16609578686439616,0.09366175888771872,-0.06095601360135292,-0.010278930907302569,0.06550359864170187,0.11721733748673628,0.05446730027568763,0.1590714852500022,0.06677107889749405,0.1171655600670256,0.1337330089704221,-0.4357421482563092,0.16102515607572762,0.2627226211238631,0.04373986376993124,0.036058683513580374,-0.23151039183777822,-0.5114225733198343,-0.17958196021815098,-0.03839456468597704,-0.5009456894187202,-0.4043398576397621,0.0029272125801907945,-0.163176119335153,0.16044110573871262,0.17134273818227783,0.09991366256053046,0.1607788043979424,-0.014546324200391442,0.05950647530265592,-0.046195833367221543,-0.5538793797148286,0.0974012302249578,0.8271399102268555,-0.06493271126028681,0.407301654673611
SssssC,-0.3834960325801484,0.035439902594313406,-0.37500475181409076,-0.19478865574628254,0.11528672705954149,0.09704183212414855,-0.5113480544437476,-0.5023563504257637,0.09537284012326062,-0.7219133552315974,-0.26706017433001816,-0.4969334352845704,0.013701212638430871,-0.1848403944508457,-0.33842644698521945,-0.16760842583040028,-0.042730294915722604,-0.22916362891587935,-0.2687373029224198,-0.5444473106299462,0.05698869075540252,0.008821669188414578,0.01803989641572017,-0.05137298265757371,0.003665837165891638,-0.00967739367274908,0.05445409447246969,0.09494557509813839,-0.15673655153393132,0.0701882478168975,0.07151689088079849,-0.6411598355047524,-0.3107664158252539,0.06434763708296123,-0.14003627850980588,-0.10038267767997584,0.012283793357065616,0.12903388002217817,-0.17354683979150887,-0.5139274734462793,0.04464705675439672,0.05709991725736799,-0.10137457008045414,0.353591436587613,0.03246874295667422,0.012675802675322144,0.01533591566264113,-0.05749268914394585,-0.7015484270557425,-0.9140182671414836,-0.16976304608492077,-0.04000569588306328,-0.19670543009671343,1.0,0.10683142391889032,0.03976416953721915,-0.46111463152274096,-0.08635083340095123,-0.6221368885506475,0.059222280132401266,-0.03269976787587257,-0.04219489106792163,-0.027718807090694898,0.07013198259961734,-0.33475302236705257,0.1410534518901424,-0.10645986750556248,0.100508682338438,-0.008118319145155777,0.009591264679329681,-0.010846109528952276,0.07718299111909317,0.015748865458985933,0.03992712566665216,-0.047504307891095374,0.17179589289497949,0.05706877752640139,-0.8856144194195225,-0.04855668536903665,-0.029440382234513264,0.0646640627310125,0.008474800075631379,0.09671868800013807,-0.07975341283795805,0.18912628650850122,0.13985199595138054,0.08915812251448073,0.13895624297036308,0.028473939951167742,0.031469764156766784,0.02631381158743559,-0.19675980929619283,-0.09861730378174781,0.013176492651400978,-0.17682035334848784,0.03598125641564131,0.04087239940271158,0.033692721120742904,-0.12248424210176304,0.006133846194308473
P_VSA_m_2,0.2801736203146838,0.306910844655989,0.19685961915844452,0.16512202908980453,0.2746936410734048,0.34129665585511343,0.24300169784147996,0.42432393653728806,0.2192707861908313,-0.10887856667100552,-0.030014244482240732,0.06144506034743409,0.359062019154435,0.48113340953888367,0.03918813972034497,0.23124636266668658,0.22670045268611966,-0.13075982405137399,0.06819667986554612,-0.06828495622411536,0.11797009666618627,0.008657217631508103,0.11819445985453118,0.29309093733577335,0.6533261543755493,0.40526309078314754,0.002402877316571674,0.7644726322880252,0.5617451860186937,0.6457430026008708,0.018401693502616886,-0.15120067168657053,0.511513749138296,0.20261713980315726,0.6097917423800816,0.35170694956612164,0.5150480206354916,0.72079376143929,0.5231505542720472,-0.2830896537776708,0.5375343631719424,0.6241666101300745,0.600911255609512,-0.015063384953640959,0.5500769472067181,0.28087551902880115,0.6112444669761378,0.284675949728878,0.23831330666250047,-0.1516687678512401,-0.19792890719023454,0.23493060470718508,0.038647177374339474,0.10683142391889032,1.0,0.2621491255468907,-0.2760885757222804,0.49812918285331365,-0.2022903518678388,0.23878427193576934,0.050090799201168414,0.5963939570326409,0.6272186274154167,0.23787129534156895,0.4222438835047365,0.7715134696763807,0.3322324508849321,0.05434549799076524,0.5749727466603568,-0.10098185456119264,0.7273989269043201,0.7771914409351107,0.04528639717385708,0.5813823774463772,0.7029268440421039,0.24109964915476795,0.7179067021353636,-0.17408025574834024,0.6188389750869849,0.6642595286410752,0.2762956176467469,-0.11952942205432285,0.25449856992884085,-0.1125625002258745,0.29050898937596403,0.1641186032686424,0.054697400754831295,-0.5099921764142902,0.8088775563037356,0.26785254557479965,0.5349556965820286,-0.2900838069870524,0.346497079853984,0.06255619947748714,0.47665137203028823,0.47475003413445277,0.32124437549026724,-0.006388521938946789,0.5266067343128733,0.5301405103895539
N%,0.2718421329615947,0.24685178205278124,0.29617867740318116,0.2502510462827271,0.3453001060363843,0.3559737096243749,0.041067628442865683,0.5263394015437051,0.263538025565546,0.03152273281747298,0.07098101859542535,0.028133464032702317,0.2825827503654534,-0.11912062047575092,-0.010218543246660772,0.06620136433336533,0.16117302801378527,-0.05474633474125817,0.17964674623005583,0.019947118153420904,0.17949869693517972,0.3362586213896956,0.15508876789274792,0.07192047987782972,0.320650404838197,0.04297743969004954,0.07771522685516107,0.03614081443900507,-0.13120910791463095,-0.07300673092838464,-0.022648707324369872,-0.0389314201791939,0.0064004939712775655,0.24293374555356395,-0.04412445377801012,-0.261146782668163,-0.2344366262972471,-0.13521477293525463,0.03089399211977319,0.23997785576472344,0.4666239393856368,-0.04231416345341501,-0.11136235513436561,-0.3051637767965756,0.6087783341119236,0.25799389557265845,0.38500157379828864,0.02528009142150049,0.09437206093423454,-0.0515645162513035,0.07729710142760347,0.17974564856917258,0.1465761758518773,0.03976416953721915,0.2621491255468907,1.0,0.22429422272324062,-0.09937021759749033,-0.044909076133560405,0.25641230579482205,-0.017144761497226622,0.07600692326578917,0.07074653975184968,-0.18690055705586558,0.010580170271084769,-0.07321027477990147,-0.35654321214694634,-0.039614374482902115,0.21048125527109335,0.10547559122652782,-0.020365205873922872,0.05423346078835275,0.05011364462727918,0.41300100939358764,-0.02034921734875996,-0.30354679269270907,0.05220110303194978,-0.04579960126613819,0.024492744187348953,0.01840356150318346,-0.045966899337143916,-0.15031757202594656,-0.08523216560425548,0.06643431883225748,-0.2796882726367933,-0.13996884758153103,0.12907512748894462,0.2302962068302392,0.028037570500099085,-0.02529543138297377,0.4642295418420903,0.011417723963807278,-0.3167661310437143,-0.02697337588551504,-0.05748292536034895,-0.06591133315637282,0.21172600077401024,-0.020528269398618806,-0.12048806257628422,-0.1490729698517764
Me,0.4558762114860043,0.10549604878290254,0.5598196593430159,0.3342117672344763,0.11832105923829206,0.1421031108063522,0.3752489865573868,0.41326533430970314,0.1277049195265562,0.6048269690484468,0.40978883141879735,0.3661886265838651,0.0939122079591544,0.037583696027949066,0.2345484162357021,0.09393947255282104,0.15176383258607842,0.3409605983379866,0.4614157828160061,0.7145882249410622,0.0437316545488182,0.18757612370839963,0.09363150856803341,0.02200880813893665,-0.006911227756403942,-0.028321556814025452,0.03910762221554687,-0.23674252521461497,-0.23135203144053235,-0.32270942866684343,-0.027737431619847784,0.5696570381320174,0.036929588724700216,0.00942838218788023,-0.03328134422849111,-0.22112197402004025,-0.36609477279986286,-0.39216443448040256,-0.02544297999884373,0.694113824751546,-0.03465305297020679,-0.34229198337050654,-0.25118880109096214,-0.8689348572801954,0.08236900430465707,0.03896816036240022,-0.00793793524703485,0.010568342703470712,0.4858557198046283,0.570969408310831,0.5229288063784618,0.18261755799851434,0.6098535537628583,-0.46111463152274096,-0.2760885757222804,0.22429422272324062,1.0,0.01129752592403991,0.6836894683536241,0.030428337985276423,0.1314047834627076,-0.06533570704560897,-0.08427413054733889,-0.32050315429606463,0.19276512586580677,-0.33954445199605215,-0.33302641850274556,0.11548033042467706,-0.024573942201255028,0.26833664485783426,-0.20491122456000127,-0.18840325954734083,0.13899450574638714,-0.02764498865675047,-0.12202605921782851,-0.5682479396749477,-0.12603158440298576,0.646258963434678,-0.08615700520743759,-0.12262245483625688,-0.4757114996780686,-0.3577217457258046,-0.24112454811453846,0.11064703052195622,-0.5866718751654818,-0.3816223844570785,0.13801311532485547,0.19878289231040658,-0.18664397335274813,0.013536513923618966,-0.008123110056485564,0.38702862321321013,-0.2866570721576539,0.05261216693493944,-0.04464522513660036,-0.45718231915699187,0.13584264332597756,0.16648668174637826,-0.14817788942861365,-0.08770532482655276
ATS1m,0.4190140484778797,0.29680284253500167,0.5042799070167127,0.2820348977761164,0.37010771256770225,0.3354444579862635,0.539355797226356,0.14686753710980188,0.26874178698647017,0.24394885732459703,0.3457161807125712,0.4012182840143197,0.3242688280814369,0.8896992055187347,0.38231738795920156,0.47567130134478774,0.3008381641524688,0.23177790154723552,0.3244325130192583,0.3090385761987051,0.11972351887501856,-0.17817952557800762,0.1364162113381263,0.4527447443937156,0.3927126019328639,0.5046743352240696,0.0731720464357201,0.6659046017690117,0.7391530475001247,0.7100065399700798,0.09385739960535884,0.02401851522256676,0.6083709885797097,0.04181938305750085,0.8879231300892039,0.48543393547206576,0.7491951236299648,0.5505817474420052,0.6169601664114035,-0.28707300108383516,0.2304916236767907,0.6408457435014255,0.746648718147323,-0.2668459008267635,0.19627893713280156,0.20265219865540718,0.3634159652910523,0.4956101366702049,0.24286434421151787,0.04982651909905476,0.2133499428427712,0.2848320150032419,0.3838209953371274,-0.08635083340095123,0.49812918285331365,-0.09937021759749033,0.01129752592403991,1.0,-0.0011758981067485148,0.0930731124106843,0.4377780520037506,0.5944502840914141,0.6225566919083068,0.44329901075487116,0.632080359313567,0.45270746292961717,0.4543054484293676,0.3345986653286668,0.3496732994724587,0.17253794620195614,0.801605879813128,0.655253296517269,0.286683252670487,0.2950369328029367,0.7776918535062021,0.42165144809492094,0.5985190054792735,0.041278086429786705,0.607372820622321,0.6564188408145308,0.24579899376849954,-0.042325243213240264,0.22407078146297135,-0.11519378772095897,0.3845195092505679,0.13177513066054675,0.24958478353002808,-0.6393665234086208,0.7314877612016399,0.2523142174025573,0.31302681581941255,-0.19453939171131238,0.4749490064686062,0.08283256961480376,0.6759138371976716,0.2695031615255277,0.41944717636268547,0.3466648033292786,0.7661448370678641,0.5837260318038434
B02{F-F},0.286418128530288,-0.09307619685030698,0.31824816011083257,0.08451484681439667,-0.2173144686790213,-0.19427772405713337,0.3332037571657696,0.4553509327799485,-0.19452148440231104,0.6213068855087939,0.19227911262503436,0.4099626320794928,-0.03430630204634754,0.12633297785544947,0.18522271998314724,0.0011908491516984534,0.10083686784965354,0.12596848065912133,0.20365825822012543,0.6563680883279621,-0.1328370991873347,-0.030069846141109226,-0.06828128931481611,-0.003437736302838756,-0.027189267593280136,-0.036930036554637925,-0.13016994223873557,-0.2058103173011912,-0.031227827231362023,-0.24635168256746032,-0.15522896908035697,0.8812898549735158,0.10614089080152472,-0.13485783931915127,0.014693809957831388,0.07250885766896772,-0.15469233490270257,-0.2252214956428545,0.0006784852480814864,0.7706293641643902,-0.08598225927379542,-0.23113658312267263,-0.10844959596169533,-0.49507674133744756,-0.06002233578314004,-0.03856200177735127,-0.041482204246565256,-0.08090180345541151,0.6437945100682247,0.8130213436221427,0.26439269381941505,0.05318545645612446,0.2769654178555988,-0.6221368885506475,-0.2022903518678388,-0.044909076133560405,0.6836894683536241,-0.0011758981067485148,1.0,-0.12782726796125615,0.035356332545457406,-0.04918048921377792,-0.09188117153265066,-0.16884838691864,0.22488044742116606,-0.21932086560565978,0.06518600665498762,-0.19673113506062237,-0.022224269148162317,-0.05777724251730841,-0.1339604803021113,-0.16386396137758824,-0.06450093941688245,-0.07700089412253419,-0.07193369438302127,-0.2691780598032638,-0.09721592439549565,0.8752858003905146,-0.04462877674485546,-0.0718874289711042,-0.21560389304033192,-0.18100077961722227,-0.13511965613651591,0.09258376306108904,-0.29125484865225354,-0.2110448064713002,-0.18616201955196945,-0.08542910453304971,-0.13363768354781422,0.022712097989669916,-0.054602024513851745,0.2916504979578554,0.06166647170937157,-0.018073717773732532,0.026419652424817537,-0.1648269513239811,-0.10500055057264833,-0.03592674560833745,-0.023718911590686464,-0.019145390506556833
nHDon,0.4772883975288231,0.7675478094982653,0.3841827010567695,0.7258489368311767,0.6317366730001744,0.6906614779187698,0.31409717530160614,0.421586888945763,0.7589277883530151,0.26635632117771024,0.5505798290403134,0.19704198945758164,0.3117281524495888,0.0990759952490775,0.38154340772761547,0.4324113360588142,0.36229689496598544,0.4977578511183672,0.5920694670360542,0.21035995552303857,0.9460324477233404,0.8458871480449774,0.816171593344226,0.2604533697905489,0.36360263451247155,0.21972529194759735,0.8913921979274775,0.1388814642406597,0.14992254291697565,0.15112122511532097,0.7985515970684381,-0.10797310769243672,0.21063757738699,0.9770588057811526,0.14840216736064848,-0.435446016742448,0.055795309707298686,-0.16569492708325967,0.18532706159194556,0.03342634140528201,0.42022911145091413,0.08824825328835681,0.14305449589916594,-0.023981887136692023,0.5359562587442364,0.2777081461470559,0.3197500184049254,0.3751118298294635,-0.12294378444806887,-0.10404735881830766,-0.0639810098424131,0.3875299330783336,-0.06159642722312862,0.059222280132401266,0.23878427193576934,0.25641230579482205,0.030428337985276423,0.0930731124106843,-0.12782726796125615,1.0,0.002460735742969951,0.15686014785009966,0.2000253062218997,-0.02196856051562035,0.22482876472575047,-0.06574643169018735,-0.3988443120956061,0.3565113891975668,0.2772277422182913,0.45389553327679666,0.12308727557236585,0.13214229631693727,0.3034771924094464,0.3795549824787097,0.13489645484962093,-0.198206502443212,0.12304632641979979,-0.11296685328338611,0.16001566308686904,0.16510536833063447,-0.24752902398617796,0.2225277389059649,-0.12250771559094926,0.025213028266463825,-0.17954085690037366,-0.2531151012095467,0.5616535971388796,0.2995527895634574,0.14452284152953127,-0.11697111031857672,0.32211836429104973,0.1957984174980005,-0.42239855410030663,0.03599295409944388,0.21707057481394731,0.12179014371675025,0.3273239372713638,-0.11749486693620118,0.13458010458096495,-0.12342910190698216
SpMax1_Bh(m),0.06035654489728429,0.0833129238154896,0.23453932060626284,0.007580409157946257,0.10521298713808189,0.0412952040206191,0.1051859970911937,0.07327006260414137,-0.0004223406425141542,0.07904349604142866,0.18626320958788217,0.0490562051875488,0.12286792892309246,0.23887697986694814,0.02103989998820009,0.07607891849668694,0.11904110584787977,-0.026282636370476398,0.06433932602189625,0.14138515075991318,0.003843329680131164,-0.02786577330785034,0.018352188654897683,0.062092614322602005,0.14186067787634,0.07619250230501817,-0.02931608044513486,0.13089965044172872,0.05905126042346495,0.03277871255428928,-0.0803279862308517,0.03575220495729073,0.14454645663906557,0.0049790564087605245,0.3166315963547514,0.09967845810341922,0.04715042056732744,0.17841867829303476,0.14143309930936535,-0.24641626539888015,0.11301410670165994,0.057943206135321175,0.049270202313825805,-0.3397909042475285,0.24816016004676736,0.09241496300503685,0.12847153234992426,0.06300700041907757,0.030361028829717248,0.027591847626514284,0.7236094896158235,0.12481479262256248,0.5865724911614488,-0.03269976787587257,0.050090799201168414,-0.017144761497226622,0.1314047834627076,0.4377780520037506,0.035356332545457406,0.002460735742969951,1.0,0.11828123769213901,0.13693961551148898,-0.08624373439813122,0.1746109173251456,0.14855293775201328,0.06419748150388012,-0.01493016136482651,0.10312757920616664,0.06453772917853935,0.06064521883833206,0.1312478646096585,0.029455853096023422,0.12109113377532202,0.10757161884590448,-0.056122593949564724,0.13032499337975303,0.028449067387880732,0.08985218367652197,0.08933353632211863,-0.021494426113295988,-0.2626060210817242,-0.005262898440466187,-0.04689943758615805,-0.14374313363910274,-0.1081002235627371,-0.023371919023936868,-0.2064883549142038,0.12249357473461263,0.14670645274849178,0.11656864913911974,0.006038091084130554,0.07437499287262767,0.0042643578775578925,0.049993618005932335,-0.33239098970399095,0.06164439294060699,0.7319889163143046,0.06285311762205834,0.3586606195868731
GGI5,0.48958526814124154,0.3282802217823999,0.4805870268468962,0.4017488882024903,0.4279678570724628,0.4835988651517697,0.6298175123926112,0.19790929541453295,0.4058320900200278,0.22014516085740704,0.36332206933033007,0.42314612914530897,0.561769852175303,0.5607237395402525,0.3664526417112206,0.598957519975555,0.26309784347936577,0.3118140904045502,0.3461968875764412,0.19825439559120375,0.15318798891496563,-0.013905911992910693,0.1257878238056054,0.745127257793144,0.5706121066207582,0.7683559850601521,0.10029815677033732,0.6680332351455202,0.5855314978719617,0.7242008312499616,0.13189585791222608,0.00046717709128387097,0.7114448577240795,0.13580617118220611,0.7776272678853213,0.3666971464667585,0.5092971640104781,0.5042097438244282,0.770480815963416,-0.14543607203800787,0.34235593027168765,0.5276851644555185,0.651397870540231,-0.088803275978424,0.215106541355004,0.2203516156387936,0.4862990185156607,0.6550887667190406,0.24462050232042007,-0.007597416226226691,-0.06439572666621325,0.2775857681012405,0.08110233209181565,-0.04219489106792163,0.5963939570326409,0.07600692326578917,-0.06533570704560897,0.5944502840914141,-0.04918048921377792,0.15686014785009966,0.11828123769213901,1.0,0.8841248445889065,0.2957021469553294,0.6797124675027146,0.5191507496780375,0.32693175135203123,0.4205855446678956,0.523504749149768,0.29884939928168,0.6510312421973559,0.6923132524757671,0.4394622251187072,0.3784166529370793,0.6187514277205586,0.3433385581105596,0.6702330447127495,-0.02018500492493598,0.7686542049322707,0.7870065011371291,0.2056448814943913,-0.12350241899102778,0.451297134083274,-0.012490774330143934,0.36543977661878163,0.3403218357147761,0.37326928894471295,-0.516743113210017,0.6803808952227669,0.31557933125558746,0.4040651003617359,-0.2421724378709214,0.34916912796658284,0.1319062071499949,0.7755943168683432,0.35639448957277486,0.546584083708042,0.011929954412664614,0.715286630054906,0.42869831670872166
GGI4,0.46299878007470746,0.37293594373361205,0.43653716738755455,0.39806942239974985,0.4049513784359911,0.46756507646153206,0.6027385092738269,0.19136166665210028,0.40997707736779115,0.20869772489033672,0.3549421425634417,0.36583107219604094,0.46682161768578745,0.6129599762797107,0.3788731935946478,0.5931182155166542,0.2604639771355735,0.30320845520522044,0.3433172560007621,0.14206562536105663,0.20823753041729628,0.001297779377823675,0.1883468548564023,0.6530653493575633,0.5392781012660613,0.6693823421173963,0.1564646447931353,0.7565189751212255,0.6538108371718205,0.7373823814953502,0.18630695528219243,-0.03259721809991897,0.8012223273747167,0.17539616128752894,0.7803793396935226,0.35360737651498403,0.5418249598756747,0.5275378278649175,0.853868302256021,-0.2003482150987324,0.33456174734325506,0.6532994271934055,0.7008385100621756,-0.11989735304140059,0.22451912587641304,0.29169740659198556,0.47673929018943506,0.6355203224497326,0.24918869867956878,-0.03027632895143573,-0.07037966512594007,0.2664902789644983,0.1213520958835438,-0.027718807090694898,0.6272186274154167,0.07074653975184968,-0.08427413054733889,0.6225566919083068,-0.09188117153265066,0.2000253062218997,0.13693961551148898,0.8841248445889065,1.0,0.19685047265374628,0.7055795654257345,0.5500384137483767,0.321117201984889,0.3954532158433435,0.4470379296904133,0.26559617264699836,0.7068702787689357,0.7621323755777003,0.4035553897712775,0.38487787606139084,0.6958167379300817,0.30272537260182975,0.727809453309189,-0.04460844300418083,0.7207041671455462,0.7619347768505204,0.18931337429982464,-0.1666333432697438,0.48425389916483813,-0.07829014376058513,0.3262482341713196,0.30850978931726003,0.3746952883541527,-0.5453371519887502,0.7843342029842713,0.37124878867661676,0.4072598558710911,-0.23067897614102556,0.336371619725092,0.117905633262102,0.7353982957955933,0.40609877857596133,0.5202570118417531,0.03620840541127318,0.6667942249468022,0.4682533044889515
S2K,0.10872378099781582,0.07267377893211777,0.06041802711595185,0.0730522280429091,0.11841301095844907,0.1281923192632673,0.19742597547961913,-0.12399489614932432,0.11596194711022313,-0.03243514778022024,0.05210413280098607,0.20338613408759054,0.11285365049850553,0.3439642104248988,0.2030590072850524,0.22308148142107367,-0.07703735080637598,0.1050989624454295,0.05185521862629091,-0.06441587717208408,-0.00804883020622275,-0.19883899399847244,0.018173123111680126,0.3228689012048715,0.1213201498219454,0.40334133993281585,-0.0006622930980240354,0.2410881370923684,0.4268886092435904,0.6403041544183333,0.09226895553356712,-0.13976217547649417,0.07199401850435629,-0.03858747801367787,0.5446812183808896,0.5086313535612006,0.5789861444041527,0.3087276908232976,0.11980236215301882,-0.16646843450786747,-0.0478867072927375,0.2645646941022501,0.5312516689994448,0.3356792365687178,-0.07007515717373618,0.01295292783304056,0.055001756964670884,0.33734480341011025,-0.026489438040560625,-0.11541685671043951,-0.22808688919277245,0.027482125499239556,-0.2730801491119102,0.07013198259961734,0.23787129534156895,-0.18690055705586558,-0.32050315429606463,0.44329901075487116,-0.16884838691864,-0.02196856051562035,-0.08624373439813122,0.2957021469553294,0.19685047265374628,1.0,0.04961591998853372,0.11888890872253104,0.5354069438020318,0.24653611381210278,0.16534897657915473,-0.0027802343235078966,0.43204736231028884,0.2663403539320731,0.19699268844108428,-0.007859673505641982,0.2610010784108366,0.7616563783294166,0.3014150324377708,-0.13759734712306823,0.5069783479286358,0.5456071731201173,0.273988735538369,0.36184922571299805,-0.008425762569176065,0.027577412075590595,0.758753735635609,0.19454476578971303,0.13744864904475124,-0.4217849996917739,0.2544933179933181,-0.15293252123912388,0.011460464796484306,-0.21436660056268494,0.5560571966945258,0.2848393911048479,0.5368146734364327,0.3112429382508493,0.22590494802469177,-0.13914609280499785,0.7633200621188224,0.1914907087379007
GGI1,0.6270980268021806,0.3792485437840725,0.6062907843094137,0.5007738645903845,0.36918002044847037,0.447057683750123,0.7393236787796893,0.3785463963251381,0.402943468481355,0.4965810746505244,0.5639265210816244,0.5633331950090108,0.410097577301483,0.7243508314628213,0.5329143780775022,0.6067937623971401,0.35917013669970693,0.4228067889090412,0.5034212224535891,0.544108678938393,0.23997682724714547,0.038909268677502565,0.21831284477459503,0.5131470137699886,0.4412665017269073,0.5280928354236883,0.18973801717738875,0.5096855397495679,0.6587096076752349,0.5259778667567125,0.1865254145694306,0.2504678566600631,0.854678271082427,0.18922141395353972,0.7171788607820834,0.2376236750512422,0.5193418000849123,0.2560583914599073,0.7992304798976597,0.11593115499283779,0.2670973688730803,0.44013947919396396,0.6386464343087004,-0.25676803547866134,0.22255567617672464,0.2483735861199841,0.3941113947424228,0.562249947174637,0.42512987391783946,0.3053300157374716,0.018804188259670816,0.33657984039820776,0.16609578686439616,-0.33475302236705257,0.4222438835047365,0.010580170271084769,0.19276512586580677,0.632080359313567,0.22488044742116606,0.22482876472575047,0.1746109173251456,0.6797124675027146,0.7055795654257345,0.04961591998853372,1.0,0.2988856201801427,0.20143361711972826,0.3818418403509808,0.425187305579448,0.2898184794942087,0.6124469003686019,0.49254648336915263,0.360125802271313,0.3085293449566662,0.6644919445728482,0.2099306794095439,0.42978522386458096,0.29653719093460446,0.5801452907382766,0.5941450519920815,0.04734971848697255,-0.144777298840564,0.4893071397915745,-0.03134339796556669,0.22319585659811442,0.37597404857307637,0.36608719871649653,-0.4141772748922271,0.5549627521883054,0.3944014605858935,0.3394784825653262,-0.06546676873803081,0.21532431822361708,-0.13476689122339466,0.793613856103575,0.3292659320725182,0.4695363721937755,-0.017521987002854896,0.6440897060139277,0.35334615686010046
